time	V(vctrl)	V(vee)	V(vo)	V(vs)
0.000000000000000e+00	0.000000e+00	2.400000e+01	9.085909e+00	-4.348218e-01
1.423067332527971e-08	0.000000e+00	2.400000e+01	9.085958e+00	-4.339949e-01
4.269201997562228e-08	0.000000e+00	2.400000e+01	9.086057e+00	-4.336870e-01
9.961471327630742e-08	0.000000e+00	2.400000e+01	9.086250e+00	-4.330794e-01
2.030099757813209e-07	0.000000e+00	2.400000e+01	9.086585e+00	-4.319569e-01
4.098005007913477e-07	0.000000e+00	2.400000e+01	9.087193e+00	-4.296875e-01
8.233815508114015e-07	0.000000e+00	2.400000e+01	9.088165e+00	-4.249851e-01
8.454588569599929e-07	0.000000e+00	2.400000e+01	9.088207e+00	-4.247302e-01
8.509781834970323e-07	0.000000e+00	2.400000e+01	9.088218e+00	-4.246658e-01
8.620168365713280e-07	0.000000e+00	2.400000e+01	9.088239e+00	-4.245370e-01
8.647764998398477e-07	0.000000e+00	2.400000e+01	9.088243e+00	-4.245048e-01
8.702958263768872e-07	0.000000e+00	2.400000e+01	9.088254e+00	-4.244403e-01
8.727105317370316e-07	0.000000e+00	2.400000e+01	9.088259e+00	-4.244121e-01
8.740903633713999e-07	0.000000e+00	2.400000e+01	9.088262e+00	-4.243959e-01
8.742913695223599e-07	0.000000e+00	2.400000e+01	9.088262e+00	-4.243936e-01
8.754974064276860e-07	0.000000e+00	2.400000e+01	9.088264e+00	-4.243795e-01
8.760682088241375e-07	0.000000e+00	2.400000e+01	9.088265e+00	-4.243728e-01
8.763889927543723e-07	0.000000e+00	2.400000e+01	9.088265e+00	-4.243691e-01
8.767281147040781e-07	0.000000e+00	2.400000e+01	9.088266e+00	-4.243651e-01
8.769665557858443e-07	0.000000e+00	2.400000e+01	9.088266e+00	-4.243623e-01
8.771976050612595e-07	0.000000e+00	2.400000e+01	9.088267e+00	-4.243596e-01
8.774080091375827e-07	0.000000e+00	2.400000e+01	9.088267e+00	-4.243572e-01
8.776268819728032e-07	0.000000e+00	2.400000e+01	9.088268e+00	-4.243546e-01
8.780646276432442e-07	0.000000e+00	2.400000e+01	9.088268e+00	-4.243495e-01
8.784427660577052e-07	0.000000e+00	2.400000e+01	9.088269e+00	-4.243450e-01
8.788630307002363e-07	0.000000e+00	2.400000e+01	9.088270e+00	-4.243401e-01
8.789455916106016e-07	0.000000e+00	2.400000e+01	9.088270e+00	-4.243392e-01
8.794409570734435e-07	0.000000e+00	2.400000e+01	9.088271e+00	-4.243334e-01
8.800295410553438e-07	0.000000e+00	2.400000e+01	9.088272e+00	-4.243265e-01
8.811217881495460e-07	0.000000e+00	2.400000e+01	9.088274e+00	-4.243137e-01
8.821790982522972e-07	0.000000e+00	2.400000e+01	9.088276e+00	-4.243014e-01
8.828522817532110e-07	0.000000e+00	2.400000e+01	9.088278e+00	-4.242935e-01
8.830974153556468e-07	0.000000e+00	2.400000e+01	9.088278e+00	-4.242906e-01
8.832428427009431e-07	0.000000e+00	2.400000e+01	9.088278e+00	-4.242889e-01
8.833513142475751e-07	0.000000e+00	2.400000e+01	9.088279e+00	-4.242876e-01
8.834768069451888e-07	0.000000e+00	2.400000e+01	9.088279e+00	-4.242862e-01
8.837277923404163e-07	0.000000e+00	2.400000e+01	9.088279e+00	-4.242832e-01
8.840750911878661e-07	0.000000e+00	2.400000e+01	9.088280e+00	-4.242792e-01
8.847696888825488e-07	0.000000e+00	2.400000e+01	9.088281e+00	-4.242710e-01
8.860508937265886e-07	0.000000e+00	2.400000e+01	9.088284e+00	-4.242560e-01
8.863711949377070e-07	0.000000e+00	2.400000e+01	9.088284e+00	-4.242523e-01
8.870117973597269e-07	0.000000e+00	2.400000e+01	9.088285e+00	-4.242448e-01
8.882930022037668e-07	0.000000e+00	2.400000e+01	9.088287e+00	-4.242298e-01
8.908554118920633e-07	0.000000e+00	2.400000e+01	9.088292e+00	-4.241998e-01
8.959802312686563e-07	0.000000e+00	2.400000e+01	9.088302e+00	-4.241397e-01
9.062298700218425e-07	0.000000e+00	2.400000e+01	9.088320e+00	-4.240195e-01
9.677277025409593e-07	0.000000e+00	2.400000e+01	9.088428e+00	-4.232952e-01
9.999999999999159e-07	0.000000e+00	2.400000e+01	9.088480e+00	-4.229130e-01
1.003227229745725e-06	0.000000e+00	2.400000e+01	9.088486e+00	-4.228747e-01
1.031811264637950e-06	0.000000e+00	2.400000e+01	9.088531e+00	-4.225348e-01
1.060395299530175e-06	0.000000e+00	2.400000e+01	9.088575e+00	-4.221937e-01
1.088979334422400e-06	0.000000e+00	2.400000e+01	9.088617e+00	-4.218515e-01
1.117563369314625e-06	0.000000e+00	2.400000e+01	9.088657e+00	-4.215080e-01
1.146147404206849e-06	0.000000e+00	2.400000e+01	9.088696e+00	-4.211634e-01
1.174731439099074e-06	0.000000e+00	2.400000e+01	9.088734e+00	-4.208175e-01
1.203315473991299e-06	0.000000e+00	2.400000e+01	9.088770e+00	-4.204705e-01
1.229133311958421e-06	0.000000e+00	2.400000e+01	9.088801e+00	-4.201559e-01
1.235587771450256e-06	0.000000e+00	2.400000e+01	9.088808e+00	-4.200771e-01
1.248496690433925e-06	0.000000e+00	2.400000e+01	9.088823e+00	-4.199194e-01
1.274314528401047e-06	0.000000e+00	2.400000e+01	9.088853e+00	-4.196030e-01
1.275908757769357e-06	0.000000e+00	2.400000e+01	9.088854e+00	-4.195834e-01
1.279097216505976e-06	0.000000e+00	2.400000e+01	9.088858e+00	-4.195443e-01
1.280868486083168e-06	0.000000e+00	2.400000e+01	9.088860e+00	-4.195225e-01
1.282568424297017e-06	0.000000e+00	2.400000e+01	9.088861e+00	-4.195016e-01
1.284239887555834e-06	0.000000e+00	2.400000e+01	9.088863e+00	-4.194811e-01
1.286223000940062e-06	0.000000e+00	2.400000e+01	9.088865e+00	-4.194567e-01
1.288158320124485e-06	0.000000e+00	2.400000e+01	9.088867e+00	-4.194329e-01
1.290471020979310e-06	0.000000e+00	2.400000e+01	9.088870e+00	-4.194045e-01
1.292899629720288e-06	0.000000e+00	2.400000e+01	9.088873e+00	-4.193746e-01
1.295694450745939e-06	0.000000e+00	2.400000e+01	9.088876e+00	-4.193403e-01
1.299159932804592e-06	0.000000e+00	2.400000e+01	9.088880e+00	-4.192976e-01
1.303615749510866e-06	0.000000e+00	2.400000e+01	9.088883e+00	-4.192427e-01
1.308260703331964e-06	0.000000e+00	2.400000e+01	9.088888e+00	-4.191855e-01
1.313814728438542e-06	0.000000e+00	2.400000e+01	9.088894e+00	-4.191170e-01
1.319916043640741e-06	0.000000e+00	2.400000e+01	9.088901e+00	-4.190417e-01
1.331328599075065e-06	0.000000e+00	2.400000e+01	9.088912e+00	-4.189007e-01
1.333920599935756e-06	0.000000e+00	2.400000e+01	9.088915e+00	-4.188686e-01
1.335616811763436e-06	0.000000e+00	2.400000e+01	9.088916e+00	-4.188477e-01
1.337182161119431e-06	0.000000e+00	2.400000e+01	9.088918e+00	-4.188283e-01
1.338094627486002e-06	0.000000e+00	2.400000e+01	9.088919e+00	-4.188170e-01
1.339117877935652e-06	0.000000e+00	2.400000e+01	9.088920e+00	-4.188043e-01
1.340311482950175e-06	0.000000e+00	2.400000e+01	9.088921e+00	-4.187896e-01
1.341491080381193e-06	0.000000e+00	2.400000e+01	9.088922e+00	-4.187750e-01
1.342728632316038e-06	0.000000e+00	2.400000e+01	9.088923e+00	-4.187596e-01
1.344940526706775e-06	0.000000e+00	2.400000e+01	9.088925e+00	-4.187323e-01
1.347914483132515e-06	0.000000e+00	2.400000e+01	9.088928e+00	-4.186954e-01
1.352592295743521e-06	0.000000e+00	2.400000e+01	9.088933e+00	-4.186374e-01
1.357637713306431e-06	0.000000e+00	2.400000e+01	9.088938e+00	-4.185749e-01
1.367728548432035e-06	0.000000e+00	2.400000e+01	9.088946e+00	-4.184496e-01
1.380960203736011e-06	0.000000e+00	2.400000e+01	9.088959e+00	-4.182851e-01
1.407423514343965e-06	0.000000e+00	2.400000e+01	9.088982e+00	-4.179552e-01
1.460350135559872e-06	0.000000e+00	2.400000e+01	9.089024e+00	-4.172921e-01
1.566203377991468e-06	0.000000e+00	2.400000e+01	9.089092e+00	-4.159515e-01
1.592666688599422e-06	0.000000e+00	2.400000e+01	9.089105e+00	-4.156134e-01
1.645593309815329e-06	0.000000e+00	2.400000e+01	9.089128e+00	-4.149334e-01
1.751446552246926e-06	0.000000e+00	2.400000e+01	9.089159e+00	-4.135581e-01
1.751860041475243e-06	0.000000e+00	2.400000e+01	9.089159e+00	-4.135527e-01
1.752687019931660e-06	0.000000e+00	2.400000e+01	9.089159e+00	-4.135418e-01
1.753307253774027e-06	0.000000e+00	2.400000e+01	9.089159e+00	-4.135337e-01
1.754134232230444e-06	0.000000e+00	2.400000e+01	9.089160e+00	-4.135229e-01
1.754796587360389e-06	0.000000e+00	2.400000e+01	9.089160e+00	-4.135142e-01
1.755314634410959e-06	0.000000e+00	2.400000e+01	9.089160e+00	-4.135074e-01
1.755734627958278e-06	0.000000e+00	2.400000e+01	9.089160e+00	-4.135019e-01
1.756184242055533e-06	0.000000e+00	2.400000e+01	9.089160e+00	-4.134960e-01
1.756398745773272e-06	0.000000e+00	2.400000e+01	9.089160e+00	-4.134932e-01
1.756596225635596e-06	0.000000e+00	2.400000e+01	9.089160e+00	-4.134906e-01
1.756808614244900e-06	0.000000e+00	2.400000e+01	9.089160e+00	-4.134879e-01
1.757162677740653e-06	0.000000e+00	2.400000e+01	9.089160e+00	-4.134832e-01
1.757870804731942e-06	0.000000e+00	2.400000e+01	9.089160e+00	-4.134739e-01
1.759177180427930e-06	0.000000e+00	2.400000e+01	9.089160e+00	-4.134568e-01
1.760631827826559e-06	0.000000e+00	2.400000e+01	9.089161e+00	-4.134378e-01
1.760771741037568e-06	0.000000e+00	2.400000e+01	9.089161e+00	-4.134359e-01
1.761051567459584e-06	0.000000e+00	2.400000e+01	9.089161e+00	-4.134322e-01
1.761388979373531e-06	0.000000e+00	2.400000e+01	9.089161e+00	-4.134278e-01
1.761776455951264e-06	0.000000e+00	2.400000e+01	9.089161e+00	-4.134228e-01
1.761995425339025e-06	0.000000e+00	2.400000e+01	9.089161e+00	-4.134199e-01
1.762167682607153e-06	0.000000e+00	2.400000e+01	9.089161e+00	-4.134176e-01
1.762268080115603e-06	0.000000e+00	2.400000e+01	9.089161e+00	-4.134163e-01
1.762394072993625e-06	0.000000e+00	2.400000e+01	9.089161e+00	-4.134147e-01
1.762577477262177e-06	0.000000e+00	2.400000e+01	9.089161e+00	-4.134122e-01
1.762944285799281e-06	0.000000e+00	2.400000e+01	9.089161e+00	-4.134074e-01
1.763499174861497e-06	0.000000e+00	2.400000e+01	9.089161e+00	-4.134002e-01
1.764608952986146e-06	0.000000e+00	2.400000e+01	9.089161e+00	-4.133856e-01
1.766274659519571e-06	0.000000e+00	2.400000e+01	9.089162e+00	-4.133638e-01
1.769606072586638e-06	0.000000e+00	2.400000e+01	9.089162e+00	-4.133200e-01
1.775389024760189e-06	0.000000e+00	2.400000e+01	9.089163e+00	-4.132441e-01
1.786174459852095e-06	0.000000e+00	2.400000e+01	9.089165e+00	-4.131023e-01
1.807745330035908e-06	0.000000e+00	2.400000e+01	9.089167e+00	-4.128181e-01
1.850887070403750e-06	0.000000e+00	2.400000e+01	9.089169e+00	-4.122470e-01
1.937170551139433e-06	0.000000e+00	2.400000e+01	9.089162e+00	-4.110937e-01
1.999999999999832e-06	0.000000e+00	2.400000e+01	9.089148e+00	-4.102444e-01
2.006282944885980e-06	0.000000e+00	2.400000e+01	9.089146e+00	-4.101591e-01
2.018848834658060e-06	0.000000e+00	2.400000e+01	9.089142e+00	-4.099881e-01
2.043980614202219e-06	0.000000e+00	2.400000e+01	9.089133e+00	-4.096451e-01
2.094244173290538e-06	0.000000e+00	2.400000e+01	9.089112e+00	-4.089551e-01
2.194771291467177e-06	0.000000e+00	2.400000e+01	9.089057e+00	-4.075585e-01
2.395825527820453e-06	0.000000e+00	2.400000e+01	9.088887e+00	-4.046957e-01
2.797934000527006e-06	0.000000e+00	2.400000e+01	9.088318e+00	-3.986584e-01
3.300999999999825e-06	0.000000e+00	2.400000e+01	9.087174e+00	-3.904000e-01
3.301099999999859e-06	2.400000e+00	2.400000e+01	9.087174e+00	-3.755810e-01
3.301299999999927e-06	7.200000e+00	2.400000e+01	9.087173e+00	-3.139207e-01
3.301506756701314e-06	1.216216e+01	2.400000e+01	9.087173e+00	-1.604496e-01
3.301693323215938e-06	1.663976e+01	2.400000e+01	9.087173e+00	8.646885e-02
3.301953071894884e-06	2.287373e+01	2.400000e+01	9.087173e+00	6.226322e-01
3.301999999999732e-06	2.400000e+01	2.400000e+01	9.087172e+00	7.450640e-01
3.302014078431078e-06	2.400000e+01	2.400000e+01	9.087172e+00	7.829787e-01
3.302032849673018e-06	2.400000e+01	2.400000e+01	9.087172e+00	8.338577e-01
3.302070392156896e-06	2.400000e+01	2.400000e+01	9.087172e+00	9.358832e-01
3.302145477124653e-06	2.400000e+01	2.400000e+01	9.087172e+00	1.138126e+00
3.302295647060168e-06	2.400000e+01	2.400000e+01	9.087172e+00	1.529533e+00
3.302595986931197e-06	2.400000e+01	2.400000e+01	9.087171e+00	2.261726e+00
3.303116648604694e-06	2.400000e+01	2.400000e+01	9.087169e+00	3.403516e+00
3.303711288811127e-06	2.400000e+01	2.400000e+01	9.087167e+00	4.547492e+00
3.304645457095304e-06	2.400000e+01	2.400000e+01	9.087165e+00	6.066734e+00
3.305927366131691e-06	2.400000e+01	2.400000e+01	9.087161e+00	8.298925e+00
3.307250056046101e-06	2.400000e+01	2.400000e+01	9.087157e+00	1.229573e+01
3.308025911176677e-06	2.400000e+01	2.400000e+01	9.087155e+00	1.426079e+01
3.309026858381355e-06	2.400000e+01	2.400000e+01	9.087152e+00	1.510054e+01
3.309650620389329e-06	2.400000e+01	2.400000e+01	9.087151e+00	1.553142e+01
3.310388328523275e-06	2.400000e+01	2.400000e+01	9.087149e+00	1.612553e+01
3.311387422597458e-06	2.400000e+01	2.400000e+01	9.087146e+00	1.682363e+01
3.312505181024073e-06	2.400000e+01	2.400000e+01	9.087143e+00	1.732726e+01
3.313822129924265e-06	2.400000e+01	2.400000e+01	9.087139e+00	1.775708e+01
3.315433128744071e-06	2.400000e+01	2.400000e+01	9.087135e+00	1.817871e+01
3.317592886228687e-06	2.400000e+01	2.400000e+01	9.087129e+00	1.859640e+01
3.320328443611733e-06	2.400000e+01	2.400000e+01	9.087122e+00	1.893220e+01
3.323742443624980e-06	2.400000e+01	2.400000e+01	9.087112e+00	1.923226e+01
3.326940080473862e-06	2.400000e+01	2.400000e+01	9.087104e+00	1.941216e+01
3.333335354171411e-06	2.400000e+01	2.400000e+01	9.087086e+00	1.965168e+01
3.339774777476757e-06	2.400000e+01	2.400000e+01	9.087069e+00	1.978680e+01
3.347636248040263e-06	2.400000e+01	2.400000e+01	9.087048e+00	1.989137e+01
3.355698383677736e-06	2.400000e+01	2.400000e+01	9.087027e+00	1.995211e+01
3.364974889111336e-06	2.400000e+01	2.400000e+01	9.087002e+00	2.000059e+01
3.374648507022604e-06	2.400000e+01	2.400000e+01	9.086976e+00	2.002634e+01
3.385325780626714e-06	2.400000e+01	2.400000e+01	9.086948e+00	2.004974e+01
3.395623086835603e-06	2.400000e+01	2.400000e+01	9.086922e+00	2.005746e+01
3.405618943333596e-06	2.400000e+01	2.400000e+01	9.086896e+00	2.006869e+01
3.416426476895475e-06	2.400000e+01	2.400000e+01	9.086869e+00	2.006907e+01
3.425663421346547e-06	2.400000e+01	2.400000e+01	9.086845e+00	2.007609e+01
3.436476461924926e-06	2.400000e+01	2.400000e+01	9.086819e+00	2.007323e+01
3.444421294810903e-06	2.400000e+01	2.400000e+01	9.086799e+00	2.007868e+01
3.455099261420562e-06	2.400000e+01	2.400000e+01	9.086773e+00	2.007453e+01
3.462698127108506e-06	2.400000e+01	2.400000e+01	9.086755e+00	2.007936e+01
3.473759371301014e-06	2.400000e+01	2.400000e+01	9.086728e+00	2.007478e+01
3.484344150846055e-06	2.400000e+01	2.400000e+01	9.086702e+00	2.007916e+01
3.494315077006739e-06	2.400000e+01	2.400000e+01	9.086679e+00	2.007447e+01
3.505025862048181e-06	2.400000e+01	2.400000e+01	9.086654e+00	2.007850e+01
3.512594078214793e-06	2.400000e+01	2.400000e+01	9.086637e+00	2.007399e+01
3.518996092715570e-06	2.400000e+01	2.400000e+01	9.086621e+00	2.007790e+01
3.523760370103971e-06	2.400000e+01	2.400000e+01	9.086611e+00	2.007369e+01
3.527921054523146e-06	2.400000e+01	2.400000e+01	9.086601e+00	2.007747e+01
3.532218644717450e-06	2.400000e+01	2.400000e+01	9.086591e+00	2.007342e+01
3.536744037232814e-06	2.400000e+01	2.400000e+01	9.086581e+00	2.007710e+01
3.544138657053577e-06	2.400000e+01	2.400000e+01	9.086564e+00	2.007295e+01
3.551381953391299e-06	2.400000e+01	2.400000e+01	9.086548e+00	2.007650e+01
3.558451382103429e-06	2.400000e+01	2.400000e+01	9.086533e+00	2.007238e+01
3.566648916999331e-06	2.400000e+01	2.400000e+01	9.086514e+00	2.007585e+01
3.574561597995867e-06	2.400000e+01	2.400000e+01	9.086497e+00	2.007174e+01
3.584298222897384e-06	2.400000e+01	2.400000e+01	9.086476e+00	2.007509e+01
3.595293982322544e-06	2.400000e+01	2.400000e+01	9.086452e+00	2.007089e+01
3.610860557141850e-06	2.400000e+01	2.400000e+01	9.086419e+00	2.007396e+01
3.631404913825593e-06	2.400000e+01	2.400000e+01	9.086377e+00	2.006939e+01
3.672493627193078e-06	2.400000e+01	2.400000e+01	9.086294e+00	2.007137e+01
3.737718052355607e-06	2.400000e+01	2.400000e+01	9.086171e+00	2.006494e+01
3.868166902680882e-06	2.400000e+01	2.400000e+01	9.085953e+00	2.006322e+01
4.129064603331433e-06	2.400000e+01	2.400000e+01	9.085628e+00	2.004883e+01
4.650860004632535e-06	2.400000e+01	2.400000e+01	9.085425e+00	2.003164e+01
4.775860004632444e-06	2.400000e+01	2.400000e+01	9.085483e+00	2.002487e+01
4.896485579821254e-06	2.400000e+01	2.400000e+01	9.085554e+00	2.002015e+01
5.006367993167079e-06	2.400000e+01	2.400000e+01	9.085647e+00	2.001588e+01
5.124635182773363e-06	2.400000e+01	2.400000e+01	9.085775e+00	2.001131e+01
5.154201980175042e-06	2.400000e+01	2.400000e+01	9.085814e+00	2.001017e+01
5.213335574978184e-06	2.400000e+01	2.400000e+01	9.085894e+00	2.000789e+01
5.214602486665505e-06	2.400000e+01	2.400000e+01	9.085895e+00	2.000785e+01
5.217136310040147e-06	2.400000e+01	2.400000e+01	9.085898e+00	2.000775e+01
5.218791823489565e-06	2.400000e+01	2.400000e+01	9.085901e+00	2.000768e+01
5.220535282350787e-06	2.400000e+01	2.400000e+01	9.085903e+00	2.000762e+01
5.222512474217832e-06	2.400000e+01	2.400000e+01	9.085906e+00	2.000754e+01
5.224670691108407e-06	2.400000e+01	2.400000e+01	9.085909e+00	2.000746e+01
5.227121101154504e-06	2.400000e+01	2.400000e+01	9.085913e+00	2.000737e+01
5.229706308545762e-06	2.400000e+01	2.400000e+01	9.085917e+00	2.000727e+01
5.232677620985995e-06	2.400000e+01	2.400000e+01	9.085921e+00	2.000715e+01
5.236160241839805e-06	2.400000e+01	2.400000e+01	9.085926e+00	2.000702e+01
5.239896160190308e-06	2.400000e+01	2.400000e+01	9.085932e+00	2.000688e+01
5.244323252529947e-06	2.400000e+01	2.400000e+01	9.085938e+00	2.000671e+01
5.249263485482703e-06	2.400000e+01	2.400000e+01	9.085945e+00	2.000652e+01
5.255143627144916e-06	2.400000e+01	2.400000e+01	9.085954e+00	2.000629e+01
5.263251130597146e-06	2.400000e+01	2.400000e+01	9.085966e+00	2.000598e+01
5.264940830110483e-06	2.400000e+01	2.400000e+01	9.085969e+00	2.000591e+01
5.268320229137157e-06	2.400000e+01	2.400000e+01	9.085974e+00	2.000578e+01
5.269439720868895e-06	2.400000e+01	2.400000e+01	9.085976e+00	2.000574e+01
5.270142653705399e-06	2.400000e+01	2.400000e+01	9.085977e+00	2.000572e+01
5.271091334359398e-06	2.400000e+01	2.400000e+01	9.085979e+00	2.000568e+01
5.271444315796663e-06	2.400000e+01	2.400000e+01	9.085979e+00	2.000567e+01
5.271805619646566e-06	2.400000e+01	2.400000e+01	9.085979e+00	2.000565e+01
5.272175327888885e-06	2.400000e+01	2.400000e+01	9.085980e+00	2.000564e+01
5.272666000704414e-06	2.400000e+01	2.400000e+01	9.085980e+00	2.000562e+01
5.273143231777433e-06	2.400000e+01	2.400000e+01	9.085981e+00	2.000560e+01
5.274097693923471e-06	2.400000e+01	2.400000e+01	9.085983e+00	2.000556e+01
5.276006618215546e-06	2.400000e+01	2.400000e+01	9.085986e+00	2.000549e+01
5.277888566662453e-06	2.400000e+01	2.400000e+01	9.085989e+00	2.000542e+01
5.280370577110316e-06	2.400000e+01	2.400000e+01	9.085993e+00	2.000532e+01
5.283125343934908e-06	2.400000e+01	2.400000e+01	9.085998e+00	2.000522e+01
5.287478988515171e-06	2.400000e+01	2.400000e+01	9.086004e+00	2.000505e+01
5.292166824817472e-06	2.400000e+01	2.400000e+01	9.086011e+00	2.000487e+01
5.301542497421858e-06	2.400000e+01	2.400000e+01	9.086026e+00	2.000451e+01
5.312539703881784e-06	2.400000e+01	2.400000e+01	9.086044e+00	2.000409e+01
5.334534116801636e-06	2.400000e+01	2.400000e+01	9.086081e+00	2.000325e+01
5.378522942641340e-06	2.400000e+01	2.400000e+01	9.086157e+00	2.000157e+01
5.466500594320748e-06	2.400000e+01	2.400000e+01	9.086321e+00	1.999823e+01
5.642455897679781e-06	2.400000e+01	2.400000e+01	9.086700e+00	1.999157e+01
5.994366504397629e-06	2.400000e+01	2.400000e+01	9.087662e+00	1.997839e+01
6.698187717833325e-06	2.400000e+01	2.400000e+01	9.090392e+00	1.995254e+01
6.740000000000088e-06	2.400000e+01	2.400000e+01	9.090589e+00	1.995102e+01
6.740100000000122e-06	2.160000e+01	2.400000e+01	9.090589e+00	1.991348e+01
6.740299999999973e-06	1.680000e+01	2.400000e+01	9.090590e+00	1.975563e+01
6.740441477085446e-06	1.340455e+01	2.400000e+01	9.090590e+00	1.954718e+01
6.740586321424659e-06	9.928286e+00	2.400000e+01	9.090591e+00	1.927116e+01
6.740801937794253e-06	4.753493e+00	2.400000e+01	9.090592e+00	1.878441e+01
6.740999999999778e-06	2.224201e-09	2.400000e+01	9.090593e+00	1.826703e+01
6.741019806220244e-06	0.000000e+00	2.400000e+01	9.090593e+00	1.821261e+01
6.741059418661393e-06	0.000000e+00	2.400000e+01	9.090593e+00	1.810494e+01
6.741138643543690e-06	0.000000e+00	2.400000e+01	9.090594e+00	1.789744e+01
6.741297093308066e-06	0.000000e+00	2.400000e+01	9.090594e+00	1.751299e+01
6.741613992836820e-06	0.000000e+00	2.400000e+01	9.090596e+00	1.684339e+01
6.742220231442360e-06	0.000000e+00	2.400000e+01	9.090599e+00	1.579077e+01
6.742890085394398e-06	0.000000e+00	2.400000e+01	9.090602e+00	1.476266e+01
6.743885058055300e-06	0.000000e+00	2.400000e+01	9.090607e+00	1.314096e+01
6.745114213812294e-06	0.000000e+00	2.400000e+01	9.090612e+00	1.088997e+01
6.746954207976705e-06	0.000000e+00	2.400000e+01	9.090622e+00	7.421963e+00
6.749041849260940e-06	0.000000e+00	2.400000e+01	9.090631e+00	3.950993e+00
6.751276972420412e-06	0.000000e+00	2.400000e+01	9.090642e+00	1.103148e+00
6.752750550194321e-06	0.000000e+00	2.400000e+01	9.090649e+00	-2.249224e-01
6.753387269978857e-06	0.000000e+00	2.400000e+01	9.090652e+00	-4.358799e-01
6.754038126628682e-06	0.000000e+00	2.400000e+01	9.090655e+00	-4.461377e-01
6.754388868163022e-06	0.000000e+00	2.400000e+01	9.090656e+00	-4.487293e-01
6.754819899804391e-06	0.000000e+00	2.400000e+01	9.090659e+00	-4.481408e-01
6.755681963087345e-06	0.000000e+00	2.400000e+01	9.090663e+00	-4.492275e-01
6.756673104309609e-06	0.000000e+00	2.400000e+01	9.090668e+00	-4.478580e-01
6.758651692005853e-06	0.000000e+00	2.400000e+01	9.090677e+00	-4.479173e-01
6.761344795804198e-06	0.000000e+00	2.400000e+01	9.090690e+00	-4.460425e-01
6.766029230328074e-06	0.000000e+00	2.400000e+01	9.090712e+00	-4.454733e-01
6.773549425527058e-06	0.000000e+00	2.400000e+01	9.090747e+00	-4.429334e-01
6.783315544015619e-06	0.000000e+00	2.400000e+01	9.090793e+00	-4.424521e-01
6.793884881676560e-06	0.000000e+00	2.400000e+01	9.090842e+00	-4.407064e-01
6.804768644583540e-06	0.000000e+00	2.400000e+01	9.090893e+00	-4.410810e-01
6.817175600414525e-06	0.000000e+00	2.400000e+01	9.090950e+00	-4.398396e-01
6.831952343327140e-06	0.000000e+00	2.400000e+01	9.091018e+00	-4.404516e-01
6.850748907258125e-06	0.000000e+00	2.400000e+01	9.091104e+00	-4.393250e-01
6.875190114836571e-06	0.000000e+00	2.400000e+01	9.091214e+00	-4.399363e-01
6.910272610295828e-06	0.000000e+00	2.400000e+01	9.091371e+00	-4.386953e-01
6.964937654074105e-06	0.000000e+00	2.400000e+01	9.091610e+00	-4.390195e-01
7.071621054687482e-06	0.000000e+00	2.400000e+01	9.092061e+00	-4.370247e-01
7.284987855914237e-06	0.000000e+00	2.400000e+01	9.092897e+00	-4.357121e-01
7.524022252169580e-06	0.000000e+00	2.400000e+01	9.093732e+00	-4.321990e-01
8.002091044680268e-06	0.000000e+00	2.400000e+01	9.095072e+00	-4.279268e-01
8.121608242807939e-06	0.000000e+00	2.400000e+01	9.095325e+00	-4.260281e-01
8.360642639063283e-06	0.000000e+00	2.400000e+01	9.095778e+00	-4.232372e-01
8.420401238127010e-06	0.000000e+00	2.400000e+01	9.095871e+00	-4.225276e-01
8.539918436254682e-06	0.000000e+00	2.400000e+01	9.096043e+00	-4.210925e-01
8.569797735786654e-06	0.000000e+00	2.400000e+01	9.096080e+00	-4.207304e-01
8.629556334850382e-06	0.000000e+00	2.400000e+01	9.096152e+00	-4.200021e-01
8.644495984616368e-06	0.000000e+00	2.400000e+01	9.096169e+00	-4.198192e-01
8.674375284148340e-06	0.000000e+00	2.400000e+01	9.096202e+00	-4.194523e-01
8.681845109031333e-06	0.000000e+00	2.400000e+01	9.096210e+00	-4.193604e-01
8.696784758797319e-06	0.000000e+00	2.400000e+01	9.096226e+00	-4.191763e-01
8.726664058329291e-06	0.000000e+00	2.400000e+01	9.096255e+00	-4.188069e-01
8.728283588083736e-06	0.000000e+00	2.400000e+01	9.096256e+00	-4.187869e-01
8.731522647592842e-06	0.000000e+00	2.400000e+01	9.096260e+00	-4.187467e-01
8.732332412470173e-06	0.000000e+00	2.400000e+01	9.096261e+00	-4.187367e-01
8.733951942224618e-06	0.000000e+00	2.400000e+01	9.096262e+00	-4.187166e-01
8.734356824663175e-06	0.000000e+00	2.400000e+01	9.096263e+00	-4.187116e-01
8.735166589540506e-06	0.000000e+00	2.400000e+01	9.096263e+00	-4.187015e-01
8.735499973362140e-06	0.000000e+00	2.400000e+01	9.096264e+00	-4.186974e-01
8.735800062021357e-06	0.000000e+00	2.400000e+01	9.096264e+00	-4.186937e-01
8.736114319384328e-06	0.000000e+00	2.400000e+01	9.096264e+00	-4.186898e-01
8.736406987235002e-06	0.000000e+00	2.400000e+01	9.096265e+00	-4.186862e-01
8.736679901199433e-06	0.000000e+00	2.400000e+01	9.096265e+00	-4.186828e-01
8.736984461149393e-06	0.000000e+00	2.400000e+01	9.096265e+00	-4.186790e-01
8.737438073864491e-06	0.000000e+00	2.400000e+01	9.096266e+00	-4.186734e-01
