IRL	V(vo)
0.000000000000000e+00	4.992061e+00
2.857142857142857e-01	4.991600e+00
5.714285714285714e-01	4.991377e+00
8.571428571428571e-01	4.991204e+00
1.142857142857143e+00	4.991057e+00
1.428571428571428e+00	-4.600459e+01
1.714285714285714e+00	-4.606745e+01
2.000000000000000e+00	-4.612954e+01
