time	V(vo)
2.637480640276821e-04	1.006079e+01
2.637481897736872e-04	1.006078e+01
2.637483231064623e-04	1.006077e+01
2.637484436319911e-04	1.006076e+01
2.637485789682303e-04	1.006075e+01
2.637486996144105e-04	1.006074e+01
2.637488337596727e-04	1.006073e+01
2.637489539833180e-04	1.006073e+01
2.637490880137876e-04	1.006072e+01
2.637492082645741e-04	1.006071e+01
2.637493421237992e-04	1.006070e+01
2.637494623406048e-04	1.006069e+01
2.637495961772385e-04	1.006068e+01
2.637497163978754e-04	1.006067e+01
2.637498502168529e-04	1.006066e+01
2.637499704347464e-04	1.006066e+01
2.637501042514652e-04	1.006065e+01
2.637502827612138e-04	1.006063e+01
2.637504796404734e-04	1.006062e+01
2.637506682003918e-04	1.006061e+01
2.637508664459859e-04	1.006059e+01
2.637510549034305e-04	1.006058e+01
2.637512498082461e-04	1.006057e+01
2.637514393145566e-04	1.006056e+01
2.637516339886802e-04	1.006054e+01
2.637518245784773e-04	1.006053e+01
2.637520184149678e-04	1.006052e+01
2.637522093821229e-04	1.006050e+01
2.637524027509069e-04	1.006049e+01
2.637525941702845e-04	1.006048e+01
2.637527872387977e-04	1.006046e+01
2.637529789128596e-04	1.006045e+01
2.637532210437464e-04	1.006043e+01
2.637535237232446e-04	1.006041e+01
2.637539337756021e-04	1.006038e+01
2.637544830655905e-04	1.006035e+01
2.637553385421730e-04	1.006029e+01
2.637568308317955e-04	1.006019e+01
2.637598154110405e-04	1.005998e+01
2.637642590944211e-04	1.005968e+01
2.637702602237869e-04	1.005927e+01
2.637765735389653e-04	1.005883e+01
2.637825983565958e-04	1.005842e+01
2.637887186602341e-04	1.005800e+01
2.637943932403901e-04	1.005761e+01
2.638002485293700e-04	1.005721e+01
2.638069774039525e-04	1.005674e+01
2.638157122238655e-04	1.005614e+01
2.638247492985984e-04	1.005552e+01
2.638371743057715e-04	1.005467e+01
2.638507728773147e-04	1.005374e+01
2.638645454394750e-04	1.005279e+01
2.638647520366065e-04	1.005278e+01
2.638651652308694e-04	1.005275e+01
2.638659916193951e-04	1.005270e+01
2.638676443964465e-04	1.005258e+01
2.638701665260160e-04	1.005241e+01
2.638752107851550e-04	1.005206e+01
2.638795656920883e-04	1.005177e+01
2.638834358230483e-04	1.005150e+01
2.638876555762114e-04	1.005121e+01
2.638919717337343e-04	1.005092e+01
2.638961712289705e-04	1.005063e+01
2.639005987765228e-04	1.005033e+01
2.639047057870504e-04	1.005005e+01
2.639088606398471e-04	1.004977e+01
2.639134069587505e-04	1.004946e+01
2.639175565896980e-04	1.004918e+01
2.639217493023103e-04	1.004889e+01
2.639257785855533e-04	1.004862e+01
2.639289933013051e-04	1.004840e+01
2.639305779641843e-04	1.004829e+01
2.639315258538281e-04	1.004823e+01
2.639322232843408e-04	1.004818e+01
2.639328816361123e-04	1.004814e+01
2.639335082510723e-04	1.004809e+01
2.639343476283623e-04	1.004804e+01
2.639360263829422e-04	1.004792e+01
2.639377433646267e-04	1.004781e+01
2.639401069444724e-04	1.004764e+01
2.639434779961526e-04	1.004742e+01
2.639480224781343e-04	1.004711e+01
2.639551041647699e-04	1.004663e+01
2.639672100500502e-04	1.004581e+01
2.639873107996822e-04	1.004445e+01
2.640102385783422e-04	1.004291e+01
2.640319437485627e-04	1.004145e+01
2.640554443787406e-04	1.003988e+01
2.640772854647453e-04	1.003842e+01
2.641001441539492e-04	1.003690e+01
2.641220749829044e-04	1.003544e+01
2.641448923338911e-04	1.003393e+01
2.641670361081424e-04	1.003247e+01
2.641799998625000e-04	1.003161e+01
2.641812962379358e-04	1.003153e+01
2.641838889888073e-04	1.003136e+01
2.641865352936495e-04	1.003118e+01
2.641895353105785e-04	1.003099e+01
2.641955353444365e-04	1.003059e+01
2.642075354121524e-04	1.002980e+01
2.642315355475842e-04	1.002823e+01
2.642551046985845e-04	1.002669e+01
2.642803550091161e-04	1.002505e+01
2.643061500113705e-04	1.002338e+01
2.643433942814530e-04	1.002097e+01
2.643793743460548e-04	1.001866e+01
2.644168026054074e-04	1.001626e+01
2.644404312253871e-04	1.001476e+01
2.644581534483339e-04	1.001363e+01
2.644724312798231e-04	1.001272e+01
2.644799998625000e-04	1.001224e+01
2.644807567207677e-04	1.001219e+01
2.644819079284011e-04	1.001212e+01
2.644825764218515e-04	1.001208e+01
2.644830498790295e-04	1.001205e+01
2.644834244801977e-04	1.001203e+01
2.644838207842096e-04	1.001200e+01
2.644842381840058e-04	1.001197e+01
2.644848191048932e-04	1.001194e+01
2.644857616016021e-04	1.001188e+01
2.644873896462612e-04	1.001178e+01
2.644906109509084e-04	1.001157e+01
2.644969815994750e-04	1.001117e+01
2.645066854940436e-04	1.001056e+01
2.645189359862474e-04	1.000978e+01
2.645336080278557e-04	1.000886e+01
2.645517950994308e-04	1.000772e+01
2.645685381226137e-04	1.000667e+01
2.646020241689796e-04	1.000458e+01
2.646572919360532e-04	1.000114e+01
2.647678274702004e-04	9.994353e+00
2.649783744231827e-04	9.981694e+00
2.652233865899253e-04	9.967417e+00
2.656457248347799e-04	9.943954e+00
2.661387469433014e-04	9.918402e+00
2.666907794662053e-04	9.892140e+00
2.666999998625005e-04	9.891724e+00
2.667009219021300e-04	9.891682e+00
2.667027659813891e-04	9.891598e+00
2.667064541399071e-04	9.891432e+00
2.667114574751340e-04	9.891205e+00
2.667214641455879e-04	9.890754e+00
2.667414774864957e-04	9.889853e+00
2.667815041683112e-04	9.888062e+00
2.668615575319423e-04	9.884520e+00
2.670216642592044e-04	9.877589e+00
2.673418777137286e-04	9.864356e+00
2.674799998625000e-04	9.858906e+00
2.674938120773772e-04	9.858370e+00
2.675214365071314e-04	9.857302e+00
2.675766853666400e-04	9.855184e+00
2.676871830856572e-04	9.851023e+00
2.677799998625000e-04	9.847604e+00
2.677892815401843e-04	9.847266e+00
2.678078448955529e-04	9.846592e+00
2.678449716062900e-04	9.845252e+00
2.679192250277644e-04	9.842607e+00
2.680677318707129e-04	9.837451e+00
2.683647455566101e-04	9.827678e+00
2.689587729284045e-04	9.810285e+00
2.690837729284045e-04	9.807054e+00
2.693337729284045e-04	9.800845e+00
2.698337729284045e-04	9.789953e+00
2.698347634952025e-04	9.789934e+00
2.698357540620005e-04	9.789914e+00
2.698367446287985e-04	9.789894e+00
2.698377351955964e-04	9.789875e+00
2.698387257623945e-04	9.789855e+00
2.698397163291924e-04	9.789836e+00
2.698407068959905e-04	9.789817e+00
2.698420276517211e-04	9.789790e+00
2.698420689253377e-04	9.789790e+00
2.698421514725708e-04	9.789788e+00
2.698423165670371e-04	9.789784e+00
2.698423166234762e-04	9.789784e+00
2.698423166375860e-04	9.789784e+00
2.698423166658055e-04	9.789784e+00
2.698423167222446e-04	9.789784e+00
2.698423167240083e-04	9.789784e+00
2.698423167244492e-04	9.789784e+00
2.698423167253311e-04	9.789784e+00
2.698423167270948e-04	9.789784e+00
2.698423167306223e-04	9.789784e+00
2.698423167315041e-04	9.789784e+00
2.698423167332678e-04	9.789784e+00
2.698423167367953e-04	9.789784e+00
2.698423167376771e-04	9.789784e+00
2.698423167377047e-04	9.789784e+00
2.698423167377056e-04	9.789784e+00
2.698423167377066e-04	9.789784e+00
2.698423167377076e-04	9.789784e+00
2.698423167377086e-04	9.789784e+00
2.698423167377095e-04	9.789784e+00
2.698423167377115e-04	9.789784e+00
2.698423167377155e-04	9.789784e+00
2.698423167377236e-04	9.789784e+00
2.698423167377256e-04	9.789784e+00
2.698423167377296e-04	9.789784e+00
2.698423167377376e-04	9.789784e+00
2.698423167377396e-04	9.789784e+00
2.698423167377406e-04	9.789784e+00
2.698423167377426e-04	9.789784e+00
2.698423167377436e-04	9.789784e+00
2.698423167377456e-04	9.789784e+00
2.698423167377466e-04	9.789784e+00
2.698423167377486e-04	9.789784e+00
2.698423167377526e-04	9.789784e+00
2.698423167377606e-04	9.789784e+00
2.698423167377766e-04	9.789784e+00
2.698423167378086e-04	9.789784e+00
2.698423167378095e-04	9.789784e+00
2.698423167378116e-04	9.789784e+00
2.698423167378125e-04	9.789784e+00
2.698423167378135e-04	9.789784e+00
2.698423167378145e-04	9.789784e+00
2.698423167378165e-04	9.789784e+00
2.698423167378205e-04	9.789784e+00
2.698423167378285e-04	9.789784e+00
2.698423167378445e-04	9.789784e+00
2.698423167378765e-04	9.789784e+00
2.698423167378845e-04	9.789784e+00
2.698423167379005e-04	9.789784e+00
2.698423167379045e-04	9.789784e+00
2.698423167379055e-04	9.789784e+00
2.698423167379065e-04	9.789784e+00
2.698423167379075e-04	9.789784e+00
2.698423167379084e-04	9.789784e+00
2.698423167379104e-04	9.789784e+00
2.698423167379144e-04	9.789784e+00
2.698423167379154e-04	9.789784e+00
2.698423167379174e-04	9.789784e+00
2.698423167379214e-04	9.789784e+00
2.698423167379295e-04	9.789784e+00
2.698423167379455e-04	9.789784e+00
2.698423167379495e-04	9.789784e+00
2.698423167379575e-04	9.789784e+00
2.698423167379735e-04	9.789784e+00
2.698423167380055e-04	9.789784e+00
2.698423167380135e-04	9.789784e+00
2.698423167380145e-04	9.789784e+00
2.698423167380165e-04	9.789784e+00
2.698423167380205e-04	9.789784e+00
2.698423167380285e-04	9.789784e+00
2.698423167380445e-04	9.789784e+00
2.698423167380765e-04	9.789784e+00
2.698423167380775e-04	9.789784e+00
2.698423167380795e-04	9.789784e+00
2.698423167380835e-04	9.789784e+00
2.698423167380915e-04	9.789784e+00
2.698423167380935e-04	9.789784e+00
2.698423167380945e-04	9.789784e+00
2.698423167380965e-04	9.789784e+00
2.698423167381005e-04	9.789784e+00
2.698423167381085e-04	9.789784e+00
2.698423167381245e-04	9.789784e+00
2.698423167381565e-04	9.789784e+00
2.698423167381645e-04	9.789784e+00
2.698423167381805e-04	9.789784e+00
2.698423167381845e-04	9.789784e+00
2.698423167381925e-04	9.789784e+00
2.698423167381945e-04	9.789784e+00
2.698423167381955e-04	9.789784e+00
2.698423167381975e-04	9.789784e+00
2.698423167382015e-04	9.789784e+00
2.698423167382096e-04	9.789784e+00
2.698423167382256e-04	9.789784e+00
2.698423167382575e-04	9.789784e+00
2.698423167383216e-04	9.789784e+00
2.698423167384496e-04	9.789784e+00
2.698423167387055e-04	9.789784e+00
2.698423167392175e-04	9.789784e+00
2.698423167402415e-04	9.789784e+00
2.698423167422895e-04	9.789784e+00
2.698423167463855e-04	9.789784e+00
2.698423167545775e-04	9.789784e+00
2.698423167709615e-04	9.789784e+00
2.698423168037295e-04	9.789784e+00
2.698423168692655e-04	9.789784e+00
2.698423170003376e-04	9.789784e+00
2.698423172624815e-04	9.789784e+00
2.698423177867696e-04	9.789784e+00
2.698423188353456e-04	9.789784e+00
2.698423209324975e-04	9.789784e+00
2.698423251268015e-04	9.789784e+00
2.698423335154095e-04	9.789784e+00
2.698423502926255e-04	9.789784e+00
2.698423838470576e-04	9.789783e+00
2.698424154445504e-04	9.789783e+00
2.698424573008569e-04	9.789783e+00
2.698424573106669e-04	9.789783e+00
2.698424573131195e-04	9.789783e+00
2.698424573131961e-04	9.789783e+00
2.698424573132152e-04	9.789783e+00
2.698424573132536e-04	9.789783e+00
2.698424573133302e-04	9.789783e+00
2.698424573133494e-04	9.789783e+00
2.698424573133877e-04	9.789783e+00
2.698424573133889e-04	9.789783e+00
2.698424573133913e-04	9.789783e+00
2.698424573133922e-04	9.789783e+00
2.698424573133942e-04	9.789783e+00
2.698424573133983e-04	9.789783e+00
2.698424573134063e-04	9.789783e+00
2.698424573134223e-04	9.789783e+00
2.698424573134263e-04	9.789783e+00
2.698424573134343e-04	9.789783e+00
2.698424573134363e-04	9.789783e+00
2.698424573134373e-04	9.789783e+00
2.698424573134393e-04	9.789783e+00
2.698424573134433e-04	9.789783e+00
2.698424573134443e-04	9.789783e+00
2.698424573134463e-04	9.789783e+00
2.698424573134503e-04	9.789783e+00
2.698424573134583e-04	9.789783e+00
2.698424573134593e-04	9.789783e+00
2.698424573134613e-04	9.789783e+00
2.698424573134653e-04	9.789783e+00
2.698424573134663e-04	9.789783e+00
2.698424573134683e-04	9.789783e+00
2.698424573134723e-04	9.789783e+00
2.698424573134803e-04	9.789783e+00
2.698424573134963e-04	9.789783e+00
2.698424573135003e-04	9.789783e+00
2.698424573135013e-04	9.789783e+00
2.698424573135033e-04	9.789783e+00
2.698424573135073e-04	9.789783e+00
2.698424573135154e-04	9.789783e+00
2.698424573135313e-04	9.789783e+00
2.698424573135354e-04	9.789783e+00
2.698424573135434e-04	9.789783e+00
2.698424573135454e-04	9.789783e+00
2.698424573135494e-04	9.789783e+00
2.698424573135504e-04	9.789783e+00
2.698424573135513e-04	9.789783e+00
2.698424573135523e-04	9.789783e+00
2.698424573135543e-04	9.789783e+00
2.698424573135583e-04	9.789783e+00
2.698424573135664e-04	9.789783e+00
2.698424573135824e-04	9.789783e+00
2.698424573136143e-04	9.789783e+00
2.698424573136153e-04	9.789783e+00
2.698424573136163e-04	9.789783e+00
2.698424573136183e-04	9.789783e+00
2.698424573136223e-04	9.789783e+00
2.698424573136233e-04	9.789783e+00
2.698424573136253e-04	9.789783e+00
2.698424573136293e-04	9.789783e+00
2.698424573136303e-04	9.789783e+00
2.698424573136323e-04	9.789783e+00
2.698424573136363e-04	9.789783e+00
2.698424573136443e-04	9.789783e+00
2.698424573136603e-04	9.789783e+00
2.698424573136643e-04	9.789783e+00
2.698424573136653e-04	9.789783e+00
2.698424573136673e-04	9.789783e+00
2.698424573136713e-04	9.789783e+00
2.698424573136793e-04	9.789783e+00
2.698424573136813e-04	9.789783e+00
2.698424573136854e-04	9.789783e+00
2.698424573136863e-04	9.789783e+00
2.698424573136873e-04	9.789783e+00
2.698424573136893e-04	9.789783e+00
2.698424573136933e-04	9.789783e+00
2.698424573137013e-04	9.789783e+00
2.698424573137173e-04	9.789783e+00
2.698424573137214e-04	9.789783e+00
2.698424573137294e-04	9.789783e+00
2.698424573137304e-04	9.789783e+00
2.698424573137324e-04	9.789783e+00
2.698424573137364e-04	9.789783e+00
2.698424573137373e-04	9.789783e+00
2.698424573137393e-04	9.789783e+00
2.698424573137403e-04	9.789783e+00
2.698424573137423e-04	9.789783e+00
2.698424573137463e-04	9.789783e+00
2.698424573137544e-04	9.789783e+00
2.698424573137564e-04	9.789783e+00
2.698424573137573e-04	9.789783e+00
2.698424573137594e-04	9.789783e+00
2.698424573137603e-04	9.789783e+00
2.698424573137623e-04	9.789783e+00
2.698424573137663e-04	9.789783e+00
2.698424573137673e-04	9.789783e+00
2.698424573137683e-04	9.789783e+00
2.698424573137693e-04	9.789783e+00
2.698424573137713e-04	9.789783e+00
2.698424573137753e-04	9.789783e+00
2.698424573137833e-04	9.789783e+00
2.698424573137853e-04	9.789783e+00
2.698424573137863e-04	9.789783e+00
2.698424573137883e-04	9.789783e+00
2.698424573137923e-04	9.789783e+00
2.698424573137933e-04	9.789783e+00
2.698424573137943e-04	9.789783e+00
2.698424573137963e-04	9.789783e+00
2.698424573138003e-04	9.789783e+00
2.698424573138013e-04	9.789783e+00
2.698424573138033e-04	9.789783e+00
2.698424573138073e-04	9.789783e+00
2.698424573138083e-04	9.789783e+00
2.698424573138103e-04	9.789783e+00
2.698424573138143e-04	9.789783e+00
2.698424573138152e-04	9.789783e+00
2.698424573138162e-04	9.789783e+00
2.698424573138182e-04	9.789783e+00
2.698424573138192e-04	9.789783e+00
2.698424573138202e-04	9.789783e+00
2.698424573138212e-04	9.789783e+00
2.698424573138232e-04	9.789783e+00
2.698424573138272e-04	9.789783e+00
2.698424573138352e-04	9.789783e+00
2.698424573138512e-04	9.789783e+00
2.698424573138832e-04	9.789783e+00
2.698424573139472e-04	9.789783e+00
2.698424573140752e-04	9.789783e+00
2.698424573143312e-04	9.789783e+00
2.698424573148432e-04	9.789783e+00
2.698424573148452e-04	9.789783e+00
2.698424573148462e-04	9.789783e+00
2.698424573148482e-04	9.789783e+00
2.698424573148522e-04	9.789783e+00
2.698424573148602e-04	9.789783e+00
2.698424573148762e-04	9.789783e+00
2.698424573148802e-04	9.789783e+00
2.698424573148812e-04	9.789783e+00
2.698424573148822e-04	9.789783e+00
2.698424573148831e-04	9.789783e+00
2.698424573148841e-04	9.789783e+00
2.698424573148861e-04	9.789783e+00
2.698424573148901e-04	9.789783e+00
2.698424573148911e-04	9.789783e+00
2.698424573148921e-04	9.789783e+00
2.698424573148930e-04	9.789783e+00
2.698424573148940e-04	9.789783e+00
2.698424573148950e-04	9.789783e+00
2.698424573148970e-04	9.789783e+00
2.698424573149010e-04	9.789783e+00
2.698424573149020e-04	9.789783e+00
2.698424573149040e-04	9.789783e+00
2.698424573149050e-04	9.789783e+00
2.698424573149070e-04	9.789783e+00
2.698424573149110e-04	9.789783e+00
2.698424573149190e-04	9.789783e+00
2.698424573149210e-04	9.789783e+00
2.698424573149250e-04	9.789783e+00
2.698424573149260e-04	9.789783e+00
2.698424573149270e-04	9.789783e+00
2.698424573149280e-04	9.789783e+00
2.698424573149300e-04	9.789783e+00
2.698424573149309e-04	9.789783e+00
2.698424573149329e-04	9.789783e+00
2.698424573149370e-04	9.789783e+00
2.698424573149450e-04	9.789783e+00
2.698424573149610e-04	9.789783e+00
2.698424573149930e-04	9.789783e+00
2.698424573150570e-04	9.789783e+00
2.698424573151850e-04	9.789783e+00
2.698424573151890e-04	9.789783e+00
2.698424573151900e-04	9.789783e+00
2.698424573151909e-04	9.789783e+00
2.698424573151919e-04	9.789783e+00
2.698424573151929e-04	9.789783e+00
2.698424573151949e-04	9.789783e+00
2.698424573151989e-04	9.789783e+00
2.698424573151999e-04	9.789783e+00
2.698424573152009e-04	9.789783e+00
2.698424573152029e-04	9.789783e+00
2.698424573152069e-04	9.789783e+00
2.698424573152149e-04	9.789783e+00
2.698424573152309e-04	9.789783e+00
2.698424573152319e-04	9.789783e+00
2.698424573152328e-04	9.789783e+00
2.698424573152348e-04	9.789783e+00
2.698424573152389e-04	9.789783e+00
2.698424573152469e-04	9.789783e+00
2.698424573152489e-04	9.789783e+00
2.698424573152529e-04	9.789783e+00
2.698424573152609e-04	9.789783e+00
2.698424573152769e-04	9.789783e+00
2.698424573153089e-04	9.789783e+00
2.698424573153729e-04	9.789783e+00
2.698424573155009e-04	9.789783e+00
2.698424573155329e-04	9.789783e+00
2.698424573155409e-04	9.789783e+00
2.698424573155569e-04	9.789783e+00
