time	I(R20)+I(R21)
1.404223500502528e-05	5.386759e-01
1.414223500502528e-05	5.346918e-01
1.424223500502528e-05	5.307291e-01
1.434223500502528e-05	5.268322e-01
1.444223500502528e-05	5.229664e-01
1.454223500502528e-05	5.191773e-01
1.464223500502528e-05	5.154318e-01
1.474223500502529e-05	5.117771e-01
1.484223500502529e-05	5.081818e-01
1.494223500502529e-05	5.046945e-01
1.504223500502529e-05	5.012855e-01
1.514223500502529e-05	4.980048e-01
1.524223500502529e-05	4.948238e-01
1.534223500502529e-05	4.917930e-01
1.544223500502529e-05	4.888841e-01
1.554223500502529e-05	4.861472e-01
1.564223500502529e-05	4.835531e-01
1.574223500502529e-05	4.811501e-01
1.584223500502529e-05	4.789066e-01
1.594223500502528e-05	4.768680e-01
1.604223500502528e-05	4.749995e-01
1.614223500502528e-05	4.733426e-01
1.624223500502528e-05	4.718586e-01
1.634223500502528e-05	4.705852e-01
1.644223500502528e-05	4.694801e-01
1.654223500502528e-05	4.685777e-01
1.664223500502528e-05	4.678328e-01
1.674223500502528e-05	4.672772e-01
1.684223500502528e-05	4.668639e-01
1.694223500502527e-05	4.666231e-01
1.704223500502527e-05	4.665071e-01
1.714223500502527e-05	4.665454e-01
1.724223500502527e-05	4.666901e-01
1.734223500502527e-05	4.669708e-01
1.744223500502527e-05	4.673400e-01
1.754223500502527e-05	4.678277e-01
1.764223500502527e-05	4.683872e-01
1.774223500502527e-05	4.690491e-01
1.784223500502527e-05	4.697676e-01
1.794223500502527e-05	4.705742e-01
1.804223500502526e-05	4.714238e-01
1.814223500502526e-05	4.723485e-01
1.824223500502526e-05	4.733044e-01
1.834223500502526e-05	4.743240e-01
1.844223500502526e-05	4.753641e-01
1.854223500502526e-05	4.764578e-01
1.864223500502526e-05	4.775626e-01
1.874223500502526e-05	4.787120e-01
1.884223500502526e-05	4.798640e-01
1.894223500502526e-05	4.810523e-01
1.904223500502525e-05	4.822355e-01
1.914223500502525e-05	4.834474e-01
1.924223500502525e-05	4.846471e-01
1.934223500502525e-05	4.858685e-01
1.944223500502525e-05	4.870708e-01
1.954223500502525e-05	4.882882e-01
1.964223500502525e-05	4.894800e-01
1.974223500502525e-05	4.906805e-01
1.984223500502525e-05	4.918493e-01
1.994223500502525e-05	4.930206e-01
2.004223500502524e-05	4.941542e-01
2.014223500502524e-05	4.952844e-01
2.024223500502524e-05	4.963712e-01
2.034223500502524e-05	4.974488e-01
2.044223500502524e-05	4.984775e-01
2.054223500502524e-05	4.994916e-01
2.064223500502524e-05	5.004518e-01
2.074223500502524e-05	5.013924e-01
2.084223500502524e-05	5.022742e-01
2.094223500502524e-05	5.031320e-01
2.104223500502524e-05	5.039269e-01
2.114223500502523e-05	5.046937e-01
2.124223500502523e-05	5.053942e-01
2.134223500502523e-05	5.060634e-01
2.144223500502523e-05	5.066636e-01
2.154223500502523e-05	5.072301e-01
2.164223500502523e-05	5.077256e-01
2.174223500502523e-05	5.081860e-01
2.184223500502523e-05	5.085745e-01
2.194223500502523e-05	5.089274e-01
2.204223500502523e-05	5.092084e-01
2.214223500502522e-05	5.094542e-01
2.224223500502522e-05	5.096292e-01
2.234223500502522e-05	5.097705e-01
2.244223500502522e-05	5.098429e-01
2.254223500502522e-05	5.098839e-01
2.264223500502522e-05	5.098589e-01
2.274223500502522e-05	5.098058e-01
2.284223500502522e-05	5.096903e-01
2.294223500502522e-05	5.095506e-01
2.304223500502522e-05	5.093528e-01
2.314223500502522e-05	5.091354e-01
2.324223500502521e-05	5.088648e-01
2.334223500502521e-05	5.085794e-01
2.344223500502521e-05	5.082463e-01
2.354223500502521e-05	5.079037e-01
2.364223500502521e-05	5.075188e-01
2.374223500502521e-05	5.071299e-01
2.384223500502521e-05	5.067043e-01
2.394223500502521e-05	5.062804e-01
2.404223500502521e-05	5.058253e-01
2.414223500502521e-05	5.053773e-01
2.424223500502520e-05	5.049036e-01
2.434223500502520e-05	5.044422e-01
2.444223500502520e-05	5.039604e-01
2.454223500502520e-05	5.034958e-01
2.464223500502520e-05	5.030155e-01
2.474223500502520e-05	5.025571e-01
2.484223500502520e-05	5.020875e-01
2.494223500502520e-05	5.016439e-01
2.504223500502520e-05	5.011929e-01
2.514223500502520e-05	5.007714e-01
2.524223500502520e-05	5.003461e-01
2.534223500502519e-05	4.999533e-01
2.544223500502519e-05	4.995595e-01
2.554223500502519e-05	4.992007e-01
2.564223500502519e-05	4.988432e-01
2.574223500502519e-05	4.985227e-01
2.584223500502519e-05	4.982051e-01
2.594223500502519e-05	4.979258e-01
2.604223500502519e-05	4.976506e-01
2.614223500502519e-05	4.974145e-01
2.624223500502519e-05	4.971833e-01
2.634223500502518e-05	4.969914e-01
2.644223500502518e-05	4.968045e-01
2.654223500502518e-05	4.966570e-01
2.664223500502518e-05	4.965141e-01
2.674223500502518e-05	4.964099e-01
2.684223500502518e-05	4.963098e-01
2.694223500502518e-05	4.962475e-01
2.704223500502518e-05	4.961883e-01
2.714223500502518e-05	4.961657e-01
2.724223500502518e-05	4.961449e-01
2.734223500502518e-05	4.961593e-01
2.744223500502517e-05	4.961739e-01
2.754223500502517e-05	4.962222e-01
2.764223500502517e-05	4.962690e-01
2.774223500502517e-05	4.963475e-01
2.784223500502517e-05	4.964229e-01
2.794223500502517e-05	4.965281e-01
2.804223500502517e-05	4.966282e-01
2.814223500502517e-05	4.967562e-01
2.824223500502517e-05	4.968773e-01
2.834223500502517e-05	4.970241e-01
2.844223500502516e-05	4.971621e-01
2.854223500502516e-05	4.973239e-01
2.864223500502516e-05	4.974750e-01
2.874223500502516e-05	4.976480e-01
2.884223500502516e-05	4.978083e-01
2.894223500502516e-05	4.979887e-01
2.904223500502516e-05	4.981547e-01
2.914223500502516e-05	4.983389e-01
2.924223500502516e-05	4.985071e-01
2.934223500502516e-05	4.986918e-01
2.944223500502515e-05	4.988589e-01
2.954223500502515e-05	4.990410e-01
2.964223500502515e-05	4.992041e-01
2.974223500502515e-05	4.993808e-01
2.984223500502515e-05	4.995372e-01
2.994223500502515e-05	4.997059e-01
3.004223500502515e-05	4.998533e-01
3.014223500502515e-05	5.000119e-01
3.024223500502515e-05	5.001481e-01
3.034223500502515e-05	5.002947e-01
3.044223500502515e-05	5.004181e-01
3.054223500502514e-05	5.005512e-01
3.064223500502515e-05	5.006605e-01
3.074223500502515e-05	5.007788e-01
3.084223500502515e-05	5.008729e-01
3.094223500502515e-05	5.009756e-01
3.104223500502516e-05	5.010539e-01
3.114223500502516e-05	5.011405e-01
3.124223500502516e-05	5.012027e-01
3.134223500502516e-05	5.012730e-01
3.144223500502517e-05	5.013189e-01
3.154223500502517e-05	5.013731e-01
3.164223500502517e-05	5.014030e-01
3.174223500502517e-05	5.014413e-01
3.184223500502518e-05	5.014558e-01
3.194223500502518e-05	5.014790e-01
3.204223500502518e-05	5.014788e-01
3.214223500502518e-05	5.014878e-01
3.224223500502519e-05	5.014738e-01
3.234223500502519e-05	5.014696e-01
3.244223500502519e-05	5.014431e-01
3.254223500502519e-05	5.014269e-01
3.264223500502520e-05	5.013890e-01
3.274223500502520e-05	5.013622e-01
3.284223500502520e-05	5.013145e-01
3.294223500502520e-05	5.012785e-01
3.304223500502521e-05	5.012224e-01
3.314223500502521e-05	5.011787e-01
3.324223500502521e-05	5.011157e-01
3.334223500502521e-05	5.010659e-01
3.344223500502521e-05	5.009976e-01
3.354223500502522e-05	5.009432e-01
3.364223500502522e-05	5.008710e-01
3.374223500502522e-05	5.008134e-01
3.384223500502522e-05	5.007389e-01
3.394223500502523e-05	5.006797e-01
3.404223500502523e-05	5.006042e-01
3.414223500502523e-05	5.005446e-01
3.424223500502523e-05	5.004695e-01
3.434223500502524e-05	5.004108e-01
3.444223500502524e-05	5.003373e-01
3.454223500502524e-05	5.002807e-01
3.464223500502524e-05	5.002097e-01
3.474223500502525e-05	5.001562e-01
3.484223500502525e-05	5.000889e-01
3.494223500502525e-05	5.000393e-01
3.504223500502525e-05	4.999763e-01
3.514223500502526e-05	4.999315e-01
3.524223500502526e-05	4.998735e-01
3.534223500502526e-05	4.998340e-01
3.544223500502526e-05	4.997816e-01
3.554223500502527e-05	4.997478e-01
3.564223500502527e-05	4.997013e-01
3.574223500502527e-05	4.996735e-01
3.584223500502527e-05	4.996332e-01
3.594223500502528e-05	4.996116e-01
3.604223500502528e-05	4.995776e-01
3.614223500502528e-05	4.995623e-01
3.624223500502528e-05	4.995345e-01
3.634223500502529e-05	4.995254e-01
3.644223500502529e-05	4.995037e-01
3.654223500502529e-05	4.995006e-01
3.664223500502529e-05	4.994848e-01
3.674223500502530e-05	4.994874e-01
3.684223500502530e-05	4.994773e-01
3.694223500502530e-05	4.994852e-01
3.704223500502530e-05	4.994803e-01
3.714223500502530e-05	4.994931e-01
3.724223500502531e-05	4.994929e-01
3.734223500502531e-05	4.995103e-01
3.744223500502531e-05	4.995143e-01
3.754223500502531e-05	4.995356e-01
3.764223500502532e-05	4.995433e-01
3.774223500502532e-05	4.995680e-01
3.784223500502532e-05	4.995789e-01
3.794223500502532e-05	4.996064e-01
3.804223500502533e-05	4.996198e-01
3.814223500502533e-05	4.996495e-01
3.824223500502533e-05	4.996649e-01
3.834223500502533e-05	4.996963e-01
3.844223500502534e-05	4.997131e-01
3.854223500502534e-05	4.997456e-01
3.864223500502534e-05	4.997633e-01
3.874223500502534e-05	4.997964e-01
3.884223500502535e-05	4.998145e-01
3.894223500502535e-05	4.998476e-01
3.904223500502535e-05	4.998655e-01
3.914223500502535e-05	4.998983e-01
3.924223500502536e-05	4.999157e-01
3.934223500502536e-05	4.999476e-01
3.944223500502536e-05	4.999640e-01
3.954223500502536e-05	4.999947e-01
3.964223500502537e-05	5.000098e-01
3.974223500502537e-05	5.000390e-01
3.984223500502537e-05	5.000524e-01
3.994223500502537e-05	5.000798e-01
4.004223500502538e-05	5.000914e-01
4.014223500502538e-05	5.001168e-01
4.024223500502538e-05	5.001262e-01
4.034223500502538e-05	5.001495e-01
4.044223500502539e-05	5.001567e-01
4.054223500502539e-05	5.001777e-01
4.064223500502539e-05	5.001826e-01
4.074223500502539e-05	5.002012e-01
4.084223500502539e-05	5.002037e-01
4.094223500502540e-05	5.002199e-01
4.104223500502540e-05	5.002201e-01
4.114223500502540e-05	5.002340e-01
4.124223500502540e-05	5.002319e-01
4.134223500502541e-05	5.002434e-01
4.144223500502541e-05	5.002391e-01
4.154223500502541e-05	5.002484e-01
4.164223500502541e-05	5.002421e-01
4.174223500502542e-05	5.002493e-01
4.184223500502542e-05	5.002410e-01
4.194223500502542e-05	5.002463e-01
4.204223500502542e-05	5.002362e-01
4.214223500502543e-05	5.002398e-01
4.224223500502543e-05	5.002281e-01
4.234223500502543e-05	5.002302e-01
4.244223500502543e-05	5.002171e-01
4.254223500502544e-05	5.002179e-01
4.264223500502544e-05	5.002036e-01
4.274223500502544e-05	5.002033e-01
4.284223500502544e-05	5.001881e-01
4.294223500502545e-05	5.001869e-01
4.304223500502545e-05	5.001709e-01
4.314223500502545e-05	5.001690e-01
4.324223500502545e-05	5.001525e-01
4.334223500502546e-05	5.001502e-01
4.344223500502546e-05	5.001334e-01
4.354223500502546e-05	5.001309e-01
4.364223500502546e-05	5.001140e-01
4.374223500502547e-05	5.001114e-01
4.384223500502547e-05	5.000945e-01
4.394223500502547e-05	5.000921e-01
4.404223500502547e-05	5.000755e-01
4.414223500502547e-05	5.000733e-01
4.424223500502548e-05	5.000571e-01
4.434223500502548e-05	5.000554e-01
4.444223500502548e-05	5.000397e-01
4.454223500502548e-05	5.000386e-01
4.464223500502549e-05	5.000235e-01
4.474223500502549e-05	5.000231e-01
4.484223500502549e-05	5.000088e-01
4.494223500502549e-05	5.000090e-01
4.504223500502550e-05	4.999956e-01
4.514223500502550e-05	4.999966e-01
4.524223500502550e-05	4.999840e-01
4.534223500502550e-05	4.999860e-01
4.544223500502551e-05	4.999742e-01
4.554223500502551e-05	4.999771e-01
4.564223500502551e-05	4.999663e-01
4.574223500502551e-05	4.999700e-01
4.584223500502552e-05	4.999601e-01
4.594223500502552e-05	4.999647e-01
4.604223500502552e-05	4.999557e-01
4.614223500502552e-05	4.999611e-01
4.624223500502553e-05	4.999530e-01
4.634223500502553e-05	4.999593e-01
4.644223500502553e-05	4.999520e-01
4.654223500502553e-05	4.999590e-01
4.664223500502554e-05	4.999524e-01
4.674223500502554e-05	4.999602e-01
4.684223500502554e-05	4.999543e-01
4.694223500502554e-05	4.999626e-01
4.704223500502555e-05	4.999574e-01
4.714223500502555e-05	4.999663e-01
4.724223500502555e-05	4.999616e-01
4.734223500502555e-05	4.999710e-01
4.744223500502556e-05	4.999668e-01
4.754223500502556e-05	4.999766e-01
4.764223500502556e-05	4.999728e-01
4.774223500502556e-05	4.999829e-01
4.784223500502556e-05	4.999793e-01
4.794223500502557e-05	4.999896e-01
4.804223500502557e-05	4.999863e-01
4.814223500502557e-05	4.999968e-01
4.824223500502557e-05	4.999936e-01
4.834223500502558e-05	5.000041e-01
4.844223500502558e-05	5.000010e-01
4.854223500502558e-05	5.000115e-01
4.864223500502558e-05	5.000084e-01
4.874223500502559e-05	5.000188e-01
4.884223500502559e-05	5.000156e-01
4.894223500502559e-05	5.000260e-01
4.904223500502559e-05	5.000226e-01
4.914223500502560e-05	5.000328e-01
4.924223500502560e-05	5.000292e-01
4.934223500502560e-05	5.000391e-01
4.944223500502560e-05	5.000354e-01
4.954223500502561e-05	5.000450e-01
4.964223500502561e-05	5.000410e-01
4.974223500502561e-05	5.000503e-01
4.984223500502561e-05	5.000460e-01
4.994223500502562e-05	5.000550e-01
5.004223500502562e-05	5.000504e-01
5.014223500502562e-05	5.000590e-01
5.024223500502562e-05	5.000541e-01
5.034223500502563e-05	5.000624e-01
5.044223500502563e-05	5.000571e-01
5.054223500502563e-05	5.000651e-01
5.064223500502563e-05	5.000595e-01
5.074223500502564e-05	5.000671e-01
5.084223500502564e-05	5.000611e-01
5.094223500502564e-05	5.000684e-01
5.104223500502564e-05	5.000622e-01
5.114223500502565e-05	5.000691e-01
5.124223500502565e-05	5.000626e-01
5.134223500502565e-05	5.000692e-01
5.144223500502565e-05	5.000624e-01
5.154223500502565e-05	5.000687e-01
5.164223500502566e-05	5.000617e-01
5.174223500502566e-05	5.000677e-01
5.184223500502566e-05	5.000605e-01
5.194223500502566e-05	5.000663e-01
5.204223500502567e-05	5.000589e-01
5.214223500502567e-05	5.000645e-01
5.224223500502567e-05	5.000569e-01
5.234223500502567e-05	5.000624e-01
5.244223500502568e-05	5.000547e-01
5.254223500502568e-05	5.000600e-01
5.264223500502568e-05	5.000522e-01
5.274223500502568e-05	5.000574e-01
5.284223500502569e-05	5.000495e-01
5.294223500502569e-05	5.000547e-01
5.304223500502569e-05	5.000468e-01
5.314223500502569e-05	5.000519e-01
5.324223500502570e-05	5.000440e-01
5.334223500502570e-05	5.000490e-01
5.344223500502570e-05	5.000412e-01
5.354223500502570e-05	5.000463e-01
5.364223500502571e-05	5.000384e-01
5.374223500502571e-05	5.000435e-01
5.384223500502571e-05	5.000358e-01
5.394223500502571e-05	5.000409e-01
5.404223500502572e-05	5.000332e-01
5.414223500502572e-05	5.000385e-01
5.424223500502572e-05	5.000309e-01
5.434223500502572e-05	5.000363e-01
5.444223500502573e-05	5.000288e-01
5.454223500502573e-05	5.000342e-01
5.464223500502573e-05	5.000269e-01
5.474223500502573e-05	5.000325e-01
5.484223500502574e-05	5.000253e-01
5.494223500502574e-05	5.000309e-01
5.504223500502574e-05	5.000239e-01
5.514223500502574e-05	5.000297e-01
5.524223500502574e-05	5.000227e-01
5.534223500502575e-05	5.000286e-01
5.544223500502575e-05	5.000218e-01
5.554223500502575e-05	5.000279e-01
5.564223500502575e-05	5.000212e-01
5.574223500502576e-05	5.000274e-01
5.584223500502576e-05	5.000209e-01
5.594223500502576e-05	5.000271e-01
5.604223500502576e-05	5.000207e-01
5.614223500502577e-05	5.000270e-01
5.624223500502577e-05	5.000208e-01
5.634223500502577e-05	5.000272e-01
5.644223500502577e-05	5.000211e-01
5.654223500502578e-05	5.000276e-01
5.664223500502578e-05	5.000215e-01
5.674223500502578e-05	5.000281e-01
5.684223500502578e-05	5.000222e-01
5.694223500502579e-05	5.000288e-01
5.704223500502579e-05	5.000229e-01
5.714223500502579e-05	5.000296e-01
5.724223500502579e-05	5.000238e-01
5.734223500502580e-05	5.000305e-01
5.744223500502580e-05	5.000248e-01
5.754223500502580e-05	5.000315e-01
5.764223500502580e-05	5.000258e-01
5.774223500502581e-05	5.000325e-01
5.784223500502581e-05	5.000268e-01
5.794223500502581e-05	5.000336e-01
5.804223500502581e-05	5.000279e-01
5.814223500502582e-05	5.000346e-01
5.824223500502582e-05	5.000290e-01
5.834223500502582e-05	5.000357e-01
5.844223500502582e-05	5.000300e-01
5.854223500502583e-05	5.000367e-01
5.864223500502583e-05	5.000310e-01
5.874223500502583e-05	5.000377e-01
5.884223500502583e-05	5.000320e-01
5.894223500502583e-05	5.000386e-01
5.904223500502584e-05	5.000329e-01
5.914223500502584e-05	5.000394e-01
5.924223500502584e-05	5.000337e-01
5.934223500502584e-05	5.000402e-01
5.944223500502585e-05	5.000344e-01
5.954223500502585e-05	5.000409e-01
5.964223500502585e-05	5.000350e-01
5.974223500502585e-05	5.000414e-01
5.984223500502586e-05	5.000356e-01
5.994223500502586e-05	5.000419e-01
6.004223500502586e-05	5.000360e-01
6.014223500502586e-05	5.000423e-01
6.024223500502587e-05	5.000364e-01
6.034223500502587e-05	5.000425e-01
6.044223500502587e-05	5.000366e-01
6.054223500502587e-05	5.000427e-01
6.064223500502588e-05	5.000368e-01
6.074223500502588e-05	5.000428e-01
6.084223500502588e-05	5.000368e-01
6.094223500502588e-05	5.000428e-01
6.104223500502589e-05	5.000368e-01
6.114223500502589e-05	5.000428e-01
6.124223500502589e-05	5.000367e-01
6.134223500502589e-05	5.000426e-01
6.144223500502590e-05	5.000365e-01
6.154223500502590e-05	5.000424e-01
6.164223500502590e-05	5.000363e-01
6.174223500502590e-05	5.000421e-01
6.184223500502591e-05	5.000360e-01
6.194223500502591e-05	5.000418e-01
6.204223500502591e-05	5.000357e-01
6.214223500502591e-05	5.000414e-01
6.224223500502591e-05	5.000353e-01
6.234223500502592e-05	5.000411e-01
6.244223500502592e-05	5.000350e-01
6.254223500502592e-05	5.000407e-01
6.264223500502592e-05	5.000346e-01
6.274223500502593e-05	5.000402e-01
6.284223500502593e-05	5.000342e-01
6.294223500502593e-05	5.000399e-01
6.304223500502593e-05	5.000338e-01
6.314223500502594e-05	5.000394e-01
6.324223500502594e-05	5.000334e-01
6.334223500502594e-05	5.000390e-01
6.344223500502594e-05	5.000330e-01
6.354223500502595e-05	5.000387e-01
6.364223500502595e-05	5.000326e-01
6.374223500502595e-05	5.000383e-01
6.384223500502595e-05	5.000323e-01
6.394223500502596e-05	5.000380e-01
6.404223500502596e-05	5.000320e-01
6.414223500502596e-05	5.000377e-01
6.424223500502596e-05	5.000318e-01
6.434223500502597e-05	5.000374e-01
6.444223500502597e-05	5.000315e-01
6.454223500502597e-05	5.000372e-01
6.464223500502597e-05	5.000313e-01
6.474223500502598e-05	5.000370e-01
6.484223500502598e-05	5.000311e-01
6.494223500502598e-05	5.000369e-01
6.504223500502598e-05	5.000310e-01
6.510000000000000e-05	5.000368e-01
6.510577649949740e-05	5.000339e-01
6.511732949849220e-05	5.000339e-01
6.514043549648182e-05	5.000339e-01
6.515683913649186e-05	5.000339e-01
6.516444309337216e-05	2.622755e-01
6.516778405690863e-05	2.756852e-01
6.517050135634049e-05	2.698923e-01
6.517273796618597e-05	2.715575e-01
6.517514172051718e-05	2.717225e-01
6.517851728655412e-05	2.720224e-01
6.518246686024407e-05	2.724086e-01
6.518744990328125e-05	2.729167e-01
6.519402098190314e-05	2.735278e-01
6.520000000000000e-05	2.741434e-01
6.520059790180969e-05	2.741834e-01
6.520179370542906e-05	2.742990e-01
6.520418531266781e-05	2.745333e-01
6.520725483368547e-05	2.748300e-01
6.521339387572082e-05	2.754271e-01
6.522567195979149e-05	2.766151e-01
6.525022812793286e-05	2.789875e-01
6.529232026842156e-05	2.830269e-01
6.537650454939896e-05	2.910232e-01
6.545237169573243e-05	2.981320e-01
6.552861340935680e-05	3.051914e-01
6.560260719659665e-05	3.119591e-01
6.568102124516491e-05	3.190477e-01
6.575184871694972e-05	3.253720e-01
6.582575109316878e-05	3.318962e-01
6.586897801073292e-05	3.356734e-01
6.591465854178242e-05	3.396378e-01
6.596192511108935e-05	3.437046e-01
6.602194931650347e-05	3.488242e-01
6.609147602891530e-05	3.546838e-01
6.614822302190412e-05	3.594147e-01
6.620522543869256e-05	3.641151e-01
6.625988216240926e-05	3.685781e-01
6.633214587560485e-05	3.744061e-01
6.641352434312960e-05	3.808766e-01
6.650761782266684e-05	3.882298e-01
6.660761782266684e-05	3.959004e-01
6.670761782266684e-05	4.034183e-01
6.680761782266685e-05	4.107903e-01
6.690761782266685e-05	4.180134e-01
6.700761782266685e-05	4.250950e-01
6.710761782266685e-05	4.320328e-01
6.720761782266686e-05	4.388348e-01
6.730761782266686e-05	4.454992e-01
6.740761782266686e-05	4.520345e-01
6.750761782266686e-05	4.584394e-01
6.760761782266686e-05	4.647227e-01
6.770761782266687e-05	4.708832e-01
6.780761782266687e-05	4.769301e-01
6.790761782266687e-05	4.828623e-01
6.800761782266687e-05	4.886891e-01
6.810761782266688e-05	4.944095e-01
6.820761782266688e-05	5.000328e-01
6.830761782266688e-05	5.055579e-01
6.840761782266688e-05	5.109940e-01
6.850761782266689e-05	5.163401e-01
6.860761782266689e-05	5.216051e-01
6.870761782266689e-05	5.267879e-01
6.880761782266689e-05	5.318973e-01
6.890761782266690e-05	5.369320e-01
6.900761782266690e-05	5.419006e-01
6.910761782266690e-05	5.468014e-01
6.920761782266690e-05	5.516431e-01
6.930761782266691e-05	5.564237e-01
6.940761782266691e-05	5.611514e-01
6.950761782266691e-05	5.658244e-01
6.960761782266691e-05	5.704503e-01
6.970761782266692e-05	5.750272e-01
6.980761782266692e-05	5.795625e-01
6.990761782266692e-05	5.840540e-01
7.000761782266692e-05	5.885091e-01
7.010761782266693e-05	5.929251e-01
7.020761782266693e-05	5.973093e-01
7.030761782266693e-05	6.016588e-01
7.040761782266693e-05	6.059807e-01
7.050761782266694e-05	6.102720e-01
7.060761782266694e-05	6.145393e-01
7.070761782266694e-05	6.187797e-01
7.080761782266694e-05	6.229996e-01
7.090761782266695e-05	6.271958e-01
7.100761782266695e-05	6.313746e-01
7.110761782266695e-05	6.355327e-01
7.120761782266695e-05	6.396763e-01
7.130761782266695e-05	6.438017e-01
7.140761782266696e-05	6.479151e-01
7.150761782266696e-05	6.520128e-01
7.160761782266696e-05	6.561008e-01
7.170761782266696e-05	6.601752e-01
7.180761782266697e-05	6.642418e-01
7.190761782266697e-05	6.682968e-01
7.200761782266697e-05	6.723459e-01
7.210761782266697e-05	6.763851e-01
7.220761782266698e-05	6.804200e-01
7.230761782266698e-05	6.844464e-01
7.240761782266698e-05	6.884701e-01
7.250761782266698e-05	6.924866e-01
7.260761782266699e-05	6.965017e-01
7.270761782266699e-05	7.005109e-01
7.280761782266699e-05	7.045197e-01
7.290761782266699e-05	7.085239e-01
7.300761782266700e-05	7.125285e-01
7.310761782266700e-05	7.165294e-01
7.320761782266700e-05	7.205317e-01
7.330761782266700e-05	7.245310e-01
7.340761782266701e-05	7.285325e-01
7.350761782266701e-05	7.325318e-01
7.360761782266701e-05	7.365339e-01
7.370761782266701e-05	7.405344e-01
7.380761782266702e-05	7.445381e-01
7.390761782266702e-05	7.485407e-01
7.400761782266702e-05	7.525471e-01
7.410761782266702e-05	7.565526e-01
7.420761782266703e-05	7.605621e-01
7.430761782266703e-05	7.645712e-01
7.440761782266703e-05	7.685844e-01
7.450761782266703e-05	7.725975e-01
7.460761782266704e-05	7.766148e-01
7.470761782266704e-05	7.806319e-01
7.480761782266704e-05	7.846535e-01
7.490761782266704e-05	7.886749e-01
7.500761782266704e-05	7.927007e-01
7.510761782266705e-05	7.967263e-01
7.520761782266705e-05	8.007561e-01
7.530761782266705e-05	8.047854e-01
7.540761782266705e-05	8.088188e-01
7.550761782266706e-05	8.128515e-01
7.560761782266706e-05	8.168878e-01
7.570761782266706e-05	8.209229e-01
7.580761782266706e-05	8.249613e-01
7.590761782266707e-05	8.289979e-01
7.600761782266707e-05	8.330371e-01
7.610761782266707e-05	8.370738e-01
7.620761782266707e-05	8.411123e-01
7.630761782266708e-05	8.451475e-01
7.640761782266708e-05	8.491834e-01
7.650761782266708e-05	8.532149e-01
7.660761782266708e-05	8.572459e-01
7.670761782266709e-05	8.612713e-01
7.680761782266709e-05	8.652946e-01
7.690761782266709e-05	8.693106e-01
7.700761782266709e-05	8.733229e-01
7.710761782266710e-05	8.773258e-01
7.720761782266710e-05	8.813229e-01
7.730761782266710e-05	8.853085e-01
7.740761782266710e-05	8.892856e-01
7.750761782266711e-05	8.932485e-01
7.760761782266711e-05	8.972001e-01
7.770761782266711e-05	9.011342e-01
7.780761782266711e-05	9.050536e-01
7.790761782266712e-05	9.089519e-01
7.800761782266712e-05	9.128314e-01
7.810761782266712e-05	9.166857e-01
7.820761782266712e-05	9.205165e-01
7.830761782266713e-05	9.243172e-01
7.840761782266713e-05	9.280893e-01
7.850761782266713e-05	9.318255e-01
7.860761782266713e-05	9.355272e-01
7.870761782266713e-05	9.391868e-01
7.880761782266714e-05	9.428053e-01
7.890761782266714e-05	9.463745e-01
7.900761782266714e-05	9.498951e-01
7.910761782266714e-05	9.533587e-01
7.920761782266715e-05	9.567655e-01
7.930761782266715e-05	9.601067e-01
7.940761782266715e-05	9.633823e-01
7.950761782266715e-05	9.665832e-01
7.960761782266716e-05	9.697088e-01
7.970761782266716e-05	9.727499e-01
7.980761782266716e-05	9.757059e-01
7.990761782266716e-05	9.785671e-01
8.000761782266717e-05	9.813329e-01
8.010761782266717e-05	9.839936e-01
8.020761782266717e-05	9.865483e-01
8.030761782266717e-05	9.889876e-01
8.040761782266718e-05	9.913106e-01
8.050761782266718e-05	9.935081e-01
8.060761782266718e-05	9.955794e-01
8.070761782266718e-05	9.975156e-01
8.080761782266719e-05	9.993165e-01
8.090761782266719e-05	1.000974e+00
8.100761782266719e-05	1.002487e+00
8.110761782266719e-05	1.003849e+00
8.120761782266720e-05	1.005061e+00
8.130761782266720e-05	1.006115e+00
8.140761782266720e-05	1.007014e+00
8.150761782266720e-05	1.007750e+00
8.160761782266721e-05	1.008326e+00
8.170761782266721e-05	1.008738e+00
8.180761782266721e-05	1.008988e+00
8.190761782266721e-05	1.009071e+00
8.200761782266721e-05	1.008993e+00
8.210761782266722e-05	1.008750e+00
8.220761782266722e-05	1.008346e+00
8.230761782266722e-05	1.007779e+00
8.240761782266722e-05	1.007056e+00
8.250761782266723e-05	1.006174e+00
8.260761782266723e-05	1.005141e+00
8.270761782266723e-05	1.003955e+00
8.280761782266723e-05	1.002623e+00
8.290761782266724e-05	1.001146e+00
8.300761782266724e-05	9.995307e-01
8.310761782266724e-05	9.977786e-01
8.320761782266724e-05	9.958977e-01
8.330761782266725e-05	9.938888e-01
8.340761782266725e-05	9.917608e-01
8.350761782266725e-05	9.895150e-01
8.360761782266725e-05	9.871605e-01
8.370761782266726e-05	9.846987e-01
8.380761782266726e-05	9.821392e-01
8.390761782266726e-05	9.794836e-01
8.400761782266726e-05	9.767416e-01
8.410761782266727e-05	9.739148e-01
8.420761782266727e-05	9.710131e-01
8.430761782266727e-05	9.680384e-01
8.440761782266727e-05	9.650003e-01
8.450761782266728e-05	9.619009e-01
8.460761782266728e-05	9.587500e-01
8.470761782266728e-05	9.555494e-01
8.480761782266728e-05	9.523092e-01
8.490761782266729e-05	9.490312e-01
