time	V(vcc)	V(vo)
4.801352105514512e-05	9.310321e+00	4.972483e+00
4.811352105514512e-05	9.314677e+00	4.974372e+00
4.821352105514512e-05	9.319764e+00	4.976201e+00
4.831352105514513e-05	9.325563e+00	4.977986e+00
4.841352105514513e-05	9.332051e+00	4.979740e+00
4.851352105514513e-05	9.339201e+00	4.981462e+00
4.861352105514513e-05	9.346986e+00	4.983140e+00
4.871352105514514e-05	9.355374e+00	4.984752e+00
4.881352105514514e-05	9.364334e+00	4.986275e+00
4.891352105514514e-05	9.373829e+00	4.987693e+00
4.901352105514514e-05	9.383821e+00	4.988997e+00
4.911352105514515e-05	9.394273e+00	4.990191e+00
4.921352105514515e-05	9.405142e+00	4.991281e+00
4.931352105514515e-05	9.416385e+00	4.992272e+00
4.941352105514515e-05	9.427958e+00	4.993162e+00
4.951352105514516e-05	9.439815e+00	4.993944e+00
4.961352105514516e-05	9.451909e+00	4.994606e+00
4.971352105514516e-05	9.464194e+00	4.995136e+00
4.981352105514516e-05	9.476620e+00	4.995530e+00
4.991352105514517e-05	9.489138e+00	4.995788e+00
5.001352105514517e-05	9.501699e+00	4.995914e+00
5.011352105514517e-05	9.514254e+00	4.995911e+00
5.021352105514517e-05	9.526752e+00	4.995783e+00
5.031352105514517e-05	9.539144e+00	4.995527e+00
5.041352105514518e-05	9.551382e+00	4.995140e+00
5.051352105514518e-05	9.563417e+00	4.994618e+00
5.061352105514518e-05	9.575202e+00	4.993963e+00
5.071352105514518e-05	9.586690e+00	4.993177e+00
5.081352105514519e-05	9.597836e+00	4.992268e+00
5.091352105514519e-05	9.608596e+00	4.991239e+00
5.101352105514519e-05	9.618927e+00	4.990095e+00
5.111352105514519e-05	9.628789e+00	4.988840e+00
5.121352105514520e-05	9.638143e+00	4.987476e+00
5.131352105514520e-05	9.646952e+00	4.986006e+00
5.141352105514520e-05	9.655180e+00	4.984435e+00
5.151352105514520e-05	9.662796e+00	4.982769e+00
5.161352105514521e-05	9.669770e+00	4.981017e+00
5.171352105514521e-05	9.676074e+00	4.979184e+00
5.181352105514521e-05	9.681683e+00	4.977279e+00
5.191352105514521e-05	9.686574e+00	4.975307e+00
5.201352105514522e-05	9.690729e+00	4.973273e+00
5.211352105514522e-05	9.694132e+00	4.971186e+00
5.221352105514522e-05	9.696769e+00	4.969052e+00
5.231352105514522e-05	9.698628e+00	4.966880e+00
5.241352105514523e-05	9.699705e+00	4.964676e+00
5.251352105514523e-05	9.699993e+00	4.962451e+00
5.261352105514523e-05	9.699492e+00	4.960211e+00
5.271352105514523e-05	9.698203e+00	4.957965e+00
5.281352105514524e-05	9.696132e+00	4.955720e+00
5.291352105514524e-05	9.693287e+00	4.953485e+00
5.301352105514524e-05	9.689679e+00	4.951269e+00
5.311352105514524e-05	9.685323e+00	4.949079e+00
5.321352105514525e-05	9.680236e+00	4.946923e+00
5.331352105514525e-05	9.674437e+00	4.944811e+00
5.341352105514525e-05	9.667949e+00	4.942752e+00
5.351352105514525e-05	9.660799e+00	4.940753e+00
5.361352105514526e-05	9.653014e+00	4.938823e+00
5.371352105514526e-05	9.644626e+00	4.936971e+00
5.381352105514526e-05	9.635666e+00	4.935206e+00
5.391352105514526e-05	9.626171e+00	4.933535e+00
5.401352105514526e-05	9.616179e+00	4.931968e+00
5.411352105514527e-05	9.605727e+00	4.930513e+00
5.421352105514527e-05	9.594858e+00	4.929178e+00
5.431352105514527e-05	9.583615e+00	4.927973e+00
5.441352105514527e-05	9.572042e+00	4.926905e+00
5.451352105514528e-05	9.560185e+00	4.925982e+00
5.461352105514528e-05	9.548091e+00	4.925214e+00
5.471352105514528e-05	9.535806e+00	4.924607e+00
5.481352105514528e-05	9.523380e+00	4.924170e+00
5.491352105514529e-05	9.510862e+00	4.923910e+00
5.501352105514529e-05	9.498301e+00	4.923833e+00
5.511352105514529e-05	9.485746e+00	4.923945e+00
5.521352105514529e-05	9.473248e+00	4.924252e+00
5.531352105514530e-05	9.460856e+00	4.924755e+00
5.541352105514530e-05	9.448618e+00	4.925457e+00
5.551352105514530e-05	9.436583e+00	4.926358e+00
5.561352105514530e-05	9.424798e+00	4.927452e+00
5.571352105514531e-05	9.413310e+00	4.928733e+00
5.581352105514531e-05	9.402164e+00	4.930191e+00
5.591352105514531e-05	9.391404e+00	4.931807e+00
5.601352105514531e-05	9.381073e+00	4.933562e+00
5.611352105514532e-05	9.371211e+00	4.935429e+00
5.621352105514532e-05	9.361857e+00	4.937378e+00
5.631352105514532e-05	9.353048e+00	4.939373e+00
5.641352105514532e-05	9.344820e+00	4.941381e+00
5.651352105514533e-05	9.337204e+00	4.943369e+00
5.661352105514533e-05	9.330230e+00	4.945312e+00
5.671352105514533e-05	9.323926e+00	4.947194e+00
5.681352105514533e-05	9.318317e+00	4.949016e+00
5.691352105514534e-05	9.313426e+00	4.950792e+00
5.701352105514534e-05	9.309271e+00	4.952552e+00
5.711352105514534e-05	9.305868e+00	4.954331e+00
5.721352105514534e-05	9.303231e+00	4.956162e+00
5.731352105514534e-05	9.301372e+00	4.958072e+00
5.741352105514535e-05	9.300295e+00	4.960067e+00
5.751352105514535e-05	9.300007e+00	4.962137e+00
5.761352105514535e-05	9.300508e+00	4.964255e+00
5.771352105514535e-05	9.301797e+00	4.966383e+00
5.781352105514536e-05	9.303868e+00	4.968481e+00
5.791352105514536e-05	9.306713e+00	4.970519e+00
5.801352105514536e-05	9.310321e+00	4.972483e+00
5.811352105514536e-05	9.314677e+00	4.974372e+00
5.821352105514537e-05	9.319764e+00	4.976201e+00
5.831352105514537e-05	9.325563e+00	4.977986e+00
5.841352105514537e-05	9.332051e+00	4.979740e+00
5.851352105514537e-05	9.339201e+00	4.981462e+00
5.861352105514538e-05	9.346986e+00	4.983140e+00
5.871352105514538e-05	9.355374e+00	4.984752e+00
5.881352105514538e-05	9.364334e+00	4.986275e+00
5.891352105514538e-05	9.373829e+00	4.987693e+00
5.901352105514539e-05	9.383821e+00	4.988997e+00
5.911352105514539e-05	9.394273e+00	4.990191e+00
5.921352105514539e-05	9.405142e+00	4.991281e+00
5.931352105514539e-05	9.416385e+00	4.992272e+00
5.941352105514540e-05	9.427958e+00	4.993162e+00
5.951352105514540e-05	9.439815e+00	4.993944e+00
5.961352105514540e-05	9.451909e+00	4.994606e+00
5.971352105514540e-05	9.464194e+00	4.995136e+00
5.981352105514541e-05	9.476620e+00	4.995530e+00
5.991352105514541e-05	9.489138e+00	4.995788e+00
6.001352105514541e-05	9.501699e+00	4.995914e+00
6.011352105514541e-05	9.514254e+00	4.995911e+00
6.021352105514542e-05	9.526752e+00	4.995783e+00
6.031352105514542e-05	9.539144e+00	4.995527e+00
6.041352105514542e-05	9.551382e+00	4.995140e+00
6.051352105514542e-05	9.563417e+00	4.994618e+00
6.061352105514543e-05	9.575202e+00	4.993963e+00
6.071352105514543e-05	9.586690e+00	4.993177e+00
6.081352105514543e-05	9.597836e+00	4.992268e+00
6.091352105514543e-05	9.608596e+00	4.991239e+00
6.101352105514543e-05	9.618927e+00	4.990095e+00
6.111352105514544e-05	9.628789e+00	4.988840e+00
6.121352105514544e-05	9.638143e+00	4.987476e+00
6.131352105514544e-05	9.646952e+00	4.986006e+00
6.141352105514544e-05	9.655180e+00	4.984435e+00
6.151352105514545e-05	9.662796e+00	4.982769e+00
6.161352105514545e-05	9.669770e+00	4.981017e+00
6.171352105514545e-05	9.676074e+00	4.979184e+00
6.181352105514545e-05	9.681683e+00	4.977279e+00
6.191352105514546e-05	9.686574e+00	4.975307e+00
6.201352105514546e-05	9.690729e+00	4.973273e+00
6.211352105514546e-05	9.694132e+00	4.971186e+00
6.221352105514546e-05	9.696769e+00	4.969052e+00
6.231352105514547e-05	9.698628e+00	4.966880e+00
6.241352105514547e-05	9.699705e+00	4.964676e+00
6.251352105514547e-05	9.699993e+00	4.962451e+00
6.261352105514547e-05	9.699492e+00	4.960211e+00
6.271352105514548e-05	9.698203e+00	4.957965e+00
6.281352105514548e-05	9.696132e+00	4.955720e+00
6.291352105514548e-05	9.693287e+00	4.953485e+00
6.301352105514548e-05	9.689679e+00	4.951269e+00
6.311352105514549e-05	9.685323e+00	4.949079e+00
6.321352105514549e-05	9.680236e+00	4.946923e+00
6.331352105514549e-05	9.674437e+00	4.944811e+00
6.341352105514549e-05	9.667949e+00	4.942752e+00
6.351352105514550e-05	9.660799e+00	4.940753e+00
6.361352105514550e-05	9.653014e+00	4.938823e+00
6.371352105514550e-05	9.644626e+00	4.936971e+00
6.381352105514550e-05	9.635666e+00	4.935206e+00
6.391352105514551e-05	9.626171e+00	4.933535e+00
6.401352105514551e-05	9.616179e+00	4.931968e+00
6.411352105514551e-05	9.605727e+00	4.930513e+00
6.421352105514551e-05	9.594858e+00	4.929178e+00
6.431352105514552e-05	9.583615e+00	4.927973e+00
6.441352105514552e-05	9.572042e+00	4.926905e+00
6.451352105514552e-05	9.560185e+00	4.925982e+00
6.461352105514552e-05	9.548091e+00	4.925214e+00
6.471352105514552e-05	9.535806e+00	4.924607e+00
6.481352105514553e-05	9.523380e+00	4.924170e+00
6.491352105514553e-05	9.510862e+00	4.923910e+00
6.501352105514553e-05	9.498301e+00	4.923833e+00
6.511352105514553e-05	9.485746e+00	4.923945e+00
6.521352105514554e-05	9.473248e+00	4.924252e+00
6.531352105514554e-05	9.460856e+00	4.924755e+00
6.541352105514554e-05	9.448618e+00	4.925457e+00
6.551352105514554e-05	9.436583e+00	4.926358e+00
6.561352105514555e-05	9.424798e+00	4.927452e+00
6.571352105514555e-05	9.413310e+00	4.928733e+00
6.581352105514555e-05	9.402164e+00	4.930191e+00
6.591352105514555e-05	9.391404e+00	4.931807e+00
6.601352105514556e-05	9.381073e+00	4.933562e+00
6.611352105514556e-05	9.371211e+00	4.935429e+00
6.621352105514556e-05	9.361857e+00	4.937378e+00
6.631352105514556e-05	9.353048e+00	4.939373e+00
6.641352105514557e-05	9.344820e+00	4.941381e+00
6.651352105514557e-05	9.337204e+00	4.943369e+00
6.661352105514557e-05	9.330230e+00	4.945312e+00
6.671352105514557e-05	9.323926e+00	4.947194e+00
6.681352105514558e-05	9.318317e+00	4.949016e+00
6.691352105514558e-05	9.313426e+00	4.950792e+00
6.701352105514558e-05	9.309271e+00	4.952552e+00
6.711352105514558e-05	9.305868e+00	4.954331e+00
6.721352105514559e-05	9.303231e+00	4.956162e+00
6.731352105514559e-05	9.301372e+00	4.958072e+00
6.741352105514559e-05	9.300295e+00	4.960067e+00
6.751352105514559e-05	9.300007e+00	4.962137e+00
6.761352105514560e-05	9.300508e+00	4.964255e+00
6.771352105514560e-05	9.301797e+00	4.966383e+00
6.781352105514560e-05	9.303868e+00	4.968481e+00
6.791352105514560e-05	9.306713e+00	4.970519e+00
6.801352105514561e-05	9.310321e+00	4.972483e+00
6.811352105514561e-05	9.314677e+00	4.974372e+00
6.821352105514561e-05	9.319764e+00	4.976201e+00
6.831352105514561e-05	9.325563e+00	4.977986e+00
6.841352105514561e-05	9.332051e+00	4.979740e+00
6.851352105514562e-05	9.339201e+00	4.981462e+00
6.861352105514562e-05	9.346986e+00	4.983140e+00
6.871352105514562e-05	9.355374e+00	4.984752e+00
6.881352105514562e-05	9.364334e+00	4.986275e+00
6.891352105514563e-05	9.373829e+00	4.987693e+00
6.901352105514563e-05	9.383821e+00	4.988997e+00
6.911352105514563e-05	9.394273e+00	4.990191e+00
6.921352105514563e-05	9.405142e+00	4.991281e+00
6.931352105514564e-05	9.416385e+00	4.992272e+00
6.941352105514564e-05	9.427958e+00	4.993162e+00
6.951352105514564e-05	9.439815e+00	4.993944e+00
6.961352105514564e-05	9.451909e+00	4.994606e+00
6.971352105514565e-05	9.464194e+00	4.995136e+00
6.981352105514565e-05	9.476620e+00	4.995530e+00
6.991352105514565e-05	9.489138e+00	4.995788e+00
7.001352105514565e-05	9.501699e+00	4.995914e+00
7.011352105514566e-05	9.514254e+00	4.995911e+00
7.021352105514566e-05	9.526752e+00	4.995783e+00
7.031352105514566e-05	9.539144e+00	4.995527e+00
7.041352105514566e-05	9.551382e+00	4.995140e+00
7.051352105514567e-05	9.563417e+00	4.994618e+00
7.061352105514567e-05	9.575202e+00	4.993963e+00
7.071352105514567e-05	9.586690e+00	4.993177e+00
7.081352105514567e-05	9.597836e+00	4.992268e+00
7.091352105514568e-05	9.608596e+00	4.991239e+00
7.101352105514568e-05	9.618927e+00	4.990095e+00
7.111352105514568e-05	9.628789e+00	4.988840e+00
7.121352105514568e-05	9.638143e+00	4.987476e+00
7.131352105514569e-05	9.646952e+00	4.986006e+00
7.141352105514569e-05	9.655180e+00	4.984435e+00
7.151352105514569e-05	9.662796e+00	4.982769e+00
7.161352105514569e-05	9.669770e+00	4.981017e+00
7.171352105514569e-05	9.676074e+00	4.979184e+00
7.181352105514570e-05	9.681683e+00	4.977279e+00
7.191352105514570e-05	9.686574e+00	4.975307e+00
7.201352105514570e-05	9.690729e+00	4.973273e+00
7.211352105514570e-05	9.694132e+00	4.971186e+00
7.221352105514571e-05	9.696769e+00	4.969052e+00
7.231352105514571e-05	9.698628e+00	4.966880e+00
7.241352105514571e-05	9.699705e+00	4.964676e+00
7.251352105514571e-05	9.699993e+00	4.962451e+00
7.261352105514572e-05	9.699492e+00	4.960211e+00
7.271352105514572e-05	9.698203e+00	4.957965e+00
7.281352105514572e-05	9.696132e+00	4.955720e+00
7.291352105514572e-05	9.693287e+00	4.953485e+00
7.301352105514573e-05	9.689679e+00	4.951269e+00
7.311352105514573e-05	9.685323e+00	4.949079e+00
7.321352105514573e-05	9.680236e+00	4.946923e+00
7.331352105514573e-05	9.674437e+00	4.944811e+00
7.341352105514574e-05	9.667949e+00	4.942752e+00
7.351352105514574e-05	9.660799e+00	4.940753e+00
7.361352105514574e-05	9.653014e+00	4.938823e+00
7.371352105514574e-05	9.644626e+00	4.936971e+00
7.381352105514575e-05	9.635666e+00	4.935206e+00
7.391352105514575e-05	9.626171e+00	4.933535e+00
7.401352105514575e-05	9.616179e+00	4.931968e+00
7.411352105514575e-05	9.605727e+00	4.930513e+00
7.421352105514576e-05	9.594858e+00	4.929178e+00
7.431352105514576e-05	9.583615e+00	4.927973e+00
7.441352105514576e-05	9.572042e+00	4.926905e+00
7.451352105514576e-05	9.560185e+00	4.925982e+00
7.461352105514577e-05	9.548091e+00	4.925214e+00
7.471352105514577e-05	9.535806e+00	4.924607e+00
7.481352105514577e-05	9.523380e+00	4.924170e+00
7.491352105514577e-05	9.510862e+00	4.923910e+00
7.501352105514578e-05	9.498301e+00	4.923833e+00
7.511352105514578e-05	9.485746e+00	4.923945e+00
7.521352105514578e-05	9.473248e+00	4.924252e+00
7.531352105514578e-05	9.460856e+00	4.924755e+00
7.541352105514578e-05	9.448618e+00	4.925457e+00
7.551352105514579e-05	9.436583e+00	4.926358e+00
7.561352105514579e-05	9.424798e+00	4.927452e+00
7.571352105514579e-05	9.413310e+00	4.928733e+00
7.581352105514579e-05	9.402164e+00	4.930191e+00
7.591352105514580e-05	9.391404e+00	4.931807e+00
7.601352105514580e-05	9.381073e+00	4.933562e+00
7.611352105514580e-05	9.371211e+00	4.935429e+00
7.621352105514580e-05	9.361857e+00	4.937378e+00
7.631352105514581e-05	9.353048e+00	4.939373e+00
7.641352105514581e-05	9.344820e+00	4.941381e+00
7.651352105514581e-05	9.337204e+00	4.943369e+00
7.661352105514581e-05	9.330230e+00	4.945312e+00
7.671352105514582e-05	9.323926e+00	4.947194e+00
7.681352105514582e-05	9.318317e+00	4.949016e+00
7.691352105514582e-05	9.313426e+00	4.950792e+00
7.701352105514582e-05	9.309271e+00	4.952552e+00
7.711352105514583e-05	9.305868e+00	4.954331e+00
7.721352105514583e-05	9.303231e+00	4.956162e+00
7.731352105514583e-05	9.301372e+00	4.958072e+00
7.741352105514583e-05	9.300295e+00	4.960067e+00
7.751352105514584e-05	9.300007e+00	4.962137e+00
7.761352105514584e-05	9.300508e+00	4.964255e+00
7.771352105514584e-05	9.301797e+00	4.966383e+00
7.781352105514584e-05	9.303868e+00	4.968481e+00
7.791352105514585e-05	9.306713e+00	4.970519e+00
7.801352105514585e-05	9.310321e+00	4.972483e+00
7.811352105514585e-05	9.314677e+00	4.974372e+00
7.821352105514585e-05	9.319764e+00	4.976201e+00
7.831352105514586e-05	9.325563e+00	4.977986e+00
7.841352105514586e-05	9.332051e+00	4.979740e+00
7.851352105514586e-05	9.339201e+00	4.981462e+00
7.861352105514586e-05	9.346986e+00	4.983140e+00
7.871352105514587e-05	9.355374e+00	4.984752e+00
7.881352105514587e-05	9.364334e+00	4.986275e+00
7.891352105514587e-05	9.373829e+00	4.987693e+00
7.901352105514587e-05	9.383821e+00	4.988997e+00
7.911352105514587e-05	9.394273e+00	4.990191e+00
7.921352105514588e-05	9.405142e+00	4.991281e+00
7.931352105514588e-05	9.416385e+00	4.992272e+00
7.941352105514588e-05	9.427958e+00	4.993162e+00
7.951352105514588e-05	9.439815e+00	4.993944e+00
7.961352105514589e-05	9.451909e+00	4.994606e+00
7.971352105514589e-05	9.464194e+00	4.995136e+00
7.981352105514589e-05	9.476620e+00	4.995530e+00
7.991352105514589e-05	9.489138e+00	4.995788e+00
8.001352105514590e-05	9.501699e+00	4.995914e+00
8.011352105514590e-05	9.514254e+00	4.995911e+00
8.021352105514590e-05	9.526752e+00	4.995783e+00
8.031352105514590e-05	9.539144e+00	4.995527e+00
8.041352105514591e-05	9.551382e+00	4.995140e+00
8.051352105514591e-05	9.563417e+00	4.994618e+00
8.061352105514591e-05	9.575202e+00	4.993963e+00
8.071352105514591e-05	9.586690e+00	4.993177e+00
8.081352105514592e-05	9.597836e+00	4.992268e+00
8.091352105514592e-05	9.608596e+00	4.991239e+00
8.101352105514592e-05	9.618927e+00	4.990095e+00
8.111352105514592e-05	9.628789e+00	4.988840e+00
8.121352105514593e-05	9.638143e+00	4.987476e+00
8.131352105514593e-05	9.646952e+00	4.986006e+00
8.141352105514593e-05	9.655180e+00	4.984435e+00
8.151352105514593e-05	9.662796e+00	4.982769e+00
8.161352105514594e-05	9.669770e+00	4.981017e+00
8.171352105514594e-05	9.676074e+00	4.979184e+00
8.181352105514594e-05	9.681683e+00	4.977279e+00
8.191352105514594e-05	9.686574e+00	4.975307e+00
8.201352105514595e-05	9.690729e+00	4.973273e+00
8.211352105514595e-05	9.694132e+00	4.971186e+00
8.221352105514595e-05	9.696769e+00	4.969052e+00
8.231352105514595e-05	9.698628e+00	4.966880e+00
8.241352105514596e-05	9.699705e+00	4.964676e+00
8.251352105514596e-05	9.699993e+00	4.962451e+00
8.261352105514596e-05	9.699492e+00	4.960211e+00
8.271352105514596e-05	9.698203e+00	4.957965e+00
8.281352105514596e-05	9.696132e+00	4.955720e+00
8.291352105514597e-05	9.693287e+00	4.953485e+00
8.301352105514597e-05	9.689679e+00	4.951269e+00
8.311352105514597e-05	9.685323e+00	4.949079e+00
8.321352105514597e-05	9.680236e+00	4.946923e+00
8.331352105514598e-05	9.674437e+00	4.944811e+00
8.341352105514598e-05	9.667949e+00	4.942752e+00
8.351352105514598e-05	9.660799e+00	4.940753e+00
8.361352105514598e-05	9.653014e+00	4.938823e+00
8.371352105514599e-05	9.644626e+00	4.936971e+00
8.381352105514599e-05	9.635666e+00	4.935206e+00
8.391352105514599e-05	9.626171e+00	4.933535e+00
8.401352105514599e-05	9.616179e+00	4.931968e+00
8.411352105514600e-05	9.605727e+00	4.930513e+00
8.421352105514600e-05	9.594858e+00	4.929178e+00
8.431352105514600e-05	9.583615e+00	4.927973e+00
8.441352105514600e-05	9.572042e+00	4.926905e+00
8.451352105514601e-05	9.560185e+00	4.925982e+00
8.461352105514601e-05	9.548091e+00	4.925214e+00
8.471352105514601e-05	9.535806e+00	4.924607e+00
8.481352105514601e-05	9.523380e+00	4.924170e+00
8.491352105514602e-05	9.510862e+00	4.923910e+00
8.501352105514602e-05	9.498301e+00	4.923833e+00
8.511352105514602e-05	9.485746e+00	4.923945e+00
8.521352105514602e-05	9.473248e+00	4.924252e+00
8.531352105514603e-05	9.460856e+00	4.924755e+00
8.541352105514603e-05	9.448618e+00	4.925457e+00
8.551352105514603e-05	9.436583e+00	4.926358e+00
8.561352105514603e-05	9.424798e+00	4.927452e+00
8.571352105514604e-05	9.413310e+00	4.928733e+00
8.581352105514604e-05	9.402164e+00	4.930191e+00
8.591352105514604e-05	9.391404e+00	4.931807e+00
8.601352105514604e-05	9.381073e+00	4.933562e+00
8.611352105514605e-05	9.371211e+00	4.935429e+00
8.621352105514605e-05	9.361857e+00	4.937378e+00
8.631352105514605e-05	9.353048e+00	4.939373e+00
8.641352105514605e-05	9.344820e+00	4.941381e+00
8.651352105514605e-05	9.337204e+00	4.943369e+00
8.661352105514606e-05	9.330230e+00	4.945312e+00
8.671352105514606e-05	9.323926e+00	4.947194e+00
8.681352105514606e-05	9.318317e+00	4.949016e+00
8.691352105514606e-05	9.313426e+00	4.950792e+00
8.701352105514607e-05	9.309271e+00	4.952552e+00
8.711352105514607e-05	9.305868e+00	4.954331e+00
8.721352105514607e-05	9.303231e+00	4.956162e+00
8.731352105514607e-05	9.301372e+00	4.958072e+00
8.741352105514608e-05	9.300295e+00	4.960067e+00
8.751352105514608e-05	9.300007e+00	4.962137e+00
8.761352105514608e-05	9.300508e+00	4.964255e+00
8.771352105514608e-05	9.301797e+00	4.966383e+00
8.781352105514609e-05	9.303868e+00	4.968481e+00
8.791352105514609e-05	9.306713e+00	4.970519e+00
8.801352105514609e-05	9.310321e+00	4.972483e+00
8.811352105514609e-05	9.314677e+00	4.974372e+00
8.821352105514610e-05	9.319764e+00	4.976201e+00
8.831352105514610e-05	9.325563e+00	4.977986e+00
8.841352105514610e-05	9.332051e+00	4.979740e+00
8.851352105514610e-05	9.339201e+00	4.981462e+00
8.861352105514611e-05	9.346986e+00	4.983140e+00
8.871352105514611e-05	9.355374e+00	4.984752e+00
8.881352105514611e-05	9.364334e+00	4.986275e+00
8.891352105514611e-05	9.373829e+00	4.987693e+00
8.901352105514612e-05	9.383821e+00	4.988997e+00
8.911352105514612e-05	9.394273e+00	4.990191e+00
8.921352105514612e-05	9.405142e+00	4.991281e+00
8.931352105514612e-05	9.416385e+00	4.992272e+00
8.941352105514613e-05	9.427958e+00	4.993162e+00
8.951352105514613e-05	9.439815e+00	4.993944e+00
8.961352105514613e-05	9.451909e+00	4.994606e+00
8.971352105514613e-05	9.464194e+00	4.995136e+00
8.981352105514613e-05	9.476620e+00	4.995530e+00
8.991352105514614e-05	9.489138e+00	4.995788e+00
9.001352105514614e-05	9.501699e+00	4.995914e+00
9.011352105514614e-05	9.514254e+00	4.995911e+00
9.021352105514614e-05	9.526752e+00	4.995783e+00
9.031352105514615e-05	9.539144e+00	4.995527e+00
9.041352105514615e-05	9.551382e+00	4.995140e+00
9.051352105514615e-05	9.563417e+00	4.994618e+00
9.061352105514615e-05	9.575202e+00	4.993963e+00
9.071352105514616e-05	9.586690e+00	4.993177e+00
9.081352105514616e-05	9.597836e+00	4.992268e+00
9.091352105514616e-05	9.608596e+00	4.991239e+00
9.101352105514616e-05	9.618927e+00	4.990095e+00
9.111352105514617e-05	9.628789e+00	4.988840e+00
9.121352105514617e-05	9.638143e+00	4.987476e+00
9.131352105514617e-05	9.646952e+00	4.986006e+00
9.141352105514617e-05	9.655180e+00	4.984435e+00
9.151352105514618e-05	9.662796e+00	4.982769e+00
9.161352105514618e-05	9.669770e+00	4.981017e+00
9.171352105514618e-05	9.676074e+00	4.979184e+00
9.181352105514618e-05	9.681683e+00	4.977279e+00
9.191352105514619e-05	9.686574e+00	4.975307e+00
9.201352105514619e-05	9.690729e+00	4.973273e+00
9.211352105514619e-05	9.694132e+00	4.971186e+00
9.221352105514619e-05	9.696769e+00	4.969052e+00
9.231352105514620e-05	9.698628e+00	4.966880e+00
9.241352105514620e-05	9.699705e+00	4.964676e+00
9.251352105514620e-05	9.699993e+00	4.962451e+00
9.261352105514620e-05	9.699492e+00	4.960211e+00
9.271352105514621e-05	9.698203e+00	4.957965e+00
9.281352105514621e-05	9.696132e+00	4.955720e+00
9.291352105514621e-05	9.693287e+00	4.953485e+00
9.301352105514621e-05	9.689679e+00	4.951269e+00
9.311352105514622e-05	9.685323e+00	4.949079e+00
9.321352105514622e-05	9.680236e+00	4.946923e+00
9.331352105514622e-05	9.674437e+00	4.944811e+00
9.341352105514622e-05	9.667949e+00	4.942752e+00
9.351352105514622e-05	9.660799e+00	4.940753e+00
9.361352105514623e-05	9.653014e+00	4.938823e+00
9.371352105514623e-05	9.644626e+00	4.936971e+00
9.381352105514623e-05	9.635666e+00	4.935206e+00
9.391352105514623e-05	9.626171e+00	4.933535e+00
9.401352105514624e-05	9.616179e+00	4.931968e+00
9.411352105514624e-05	9.605727e+00	4.930513e+00
9.421352105514624e-05	9.594858e+00	4.929178e+00
9.431352105514624e-05	9.583615e+00	4.927973e+00
9.441352105514625e-05	9.572042e+00	4.926905e+00
9.451352105514625e-05	9.560185e+00	4.925982e+00
9.461352105514625e-05	9.548091e+00	4.925214e+00
9.471352105514625e-05	9.535806e+00	4.924607e+00
9.481352105514626e-05	9.523380e+00	4.924170e+00
9.491352105514626e-05	9.510862e+00	4.923910e+00
9.501352105514626e-05	9.498301e+00	4.923833e+00
9.511352105514626e-05	9.485746e+00	4.923945e+00
9.521352105514627e-05	9.473248e+00	4.924252e+00
9.531352105514627e-05	9.460856e+00	4.924755e+00
9.541352105514627e-05	9.448618e+00	4.925457e+00
9.551352105514627e-05	9.436583e+00	4.926358e+00
9.561352105514628e-05	9.424798e+00	4.927452e+00
9.571352105514628e-05	9.413310e+00	4.928733e+00
9.581352105514628e-05	9.402164e+00	4.930191e+00
9.591352105514628e-05	9.391404e+00	4.931807e+00
9.601352105514629e-05	9.381073e+00	4.933562e+00
9.611352105514629e-05	9.371211e+00	4.935429e+00
9.621352105514629e-05	9.361857e+00	4.937378e+00
9.631352105514629e-05	9.353048e+00	4.939373e+00
9.641352105514630e-05	9.344820e+00	4.941381e+00
9.651352105514630e-05	9.337204e+00	4.943369e+00
9.661352105514630e-05	9.330230e+00	4.945312e+00
9.671352105514630e-05	9.323926e+00	4.947194e+00
9.681352105514631e-05	9.318317e+00	4.949016e+00
9.691352105514631e-05	9.313426e+00	4.950792e+00
9.701352105514631e-05	9.309271e+00	4.952552e+00
9.711352105514631e-05	9.305868e+00	4.954331e+00
9.721352105514631e-05	9.303231e+00	4.956162e+00
9.731352105514632e-05	9.301372e+00	4.958072e+00
9.741352105514632e-05	9.300295e+00	4.960067e+00
9.751352105514632e-05	9.300007e+00	4.962137e+00
9.761352105514632e-05	9.300508e+00	4.964255e+00
9.771352105514633e-05	9.301797e+00	4.966383e+00
9.781352105514633e-05	9.303868e+00	4.968481e+00
9.791352105514633e-05	9.306713e+00	4.970519e+00
9.801352105514633e-05	9.310321e+00	4.972483e+00
9.811352105514634e-05	9.314677e+00	4.974372e+00
9.821352105514634e-05	9.319764e+00	4.976201e+00
9.831352105514634e-05	9.325563e+00	4.977986e+00
9.841352105514634e-05	9.332051e+00	4.979740e+00
9.851352105514635e-05	9.339201e+00	4.981462e+00
9.861352105514635e-05	9.346986e+00	4.983140e+00
9.871352105514635e-05	9.355374e+00	4.984752e+00
9.881352105514635e-05	9.364334e+00	4.986275e+00
9.891352105514636e-05	9.373829e+00	4.987693e+00
9.901352105514636e-05	9.383821e+00	4.988997e+00
9.911352105514636e-05	9.394273e+00	4.990191e+00
9.921352105514636e-05	9.405142e+00	4.991281e+00
9.931352105514637e-05	9.416385e+00	4.992272e+00
9.941352105514637e-05	9.427958e+00	4.993162e+00
9.951352105514637e-05	9.439815e+00	4.993944e+00
9.961352105514637e-05	9.451909e+00	4.994606e+00
